Grid_Number,bank
615,3.0
616,9.0
617,9.0
657,9.0
658,14.0
665,4.0
666,4.0
705,12.0
706,19.0
707,20.0
714,4.0
754,16.0
755,20.0
756,19.0
763,0.0
803,10.0
804,19.0
805,17.0
806,10.0
812,3.0
813,1.0
852,5.0
854,9.0
855,6.0
856,3.0
861,3.0
866,4.0
903,14.0
904,13.0
905,10.0
908,3.0
910,3.0
948,9.0
951,14.0
952,19.0
953,21.0
954,14.0
955,5.0
958,3.0
959,4.0
960,5.0
961,6.0
964,6.0
999,15.0
1000,23.0
1001,23.0
1002,22.0
1003,21.0
1004,8.0
1005,7.0
1007,7.0
1008,9.0
1009,16.0
1010,11.0
1011,11.0
1013,4.0
1019,11.0
1020,12.0
1043,7.0
1044,6.0
1045,10.0
1048,17.0
1049,19.0
1050,27.0
1051,28.0
1052,21.0
1053,10.0
1054,7.0
1055,10.0
1056,21.0
1057,18.0
1058,19.0
1059,17.0
1061,11.0
1065,5.0
1066,6.0
1067,10.0
1068,12.0
1069,12.0
1091,7.0
1092,9.0
1093,12.0
1094,11.0
1096,15.0
1098,22.0
1099,22.0
1100,23.0
1101,23.0
1102,11.0
1103,13.0
1104,16.0
1105,30.0
1106,36.0
1107,31.0
1108,17.0
1109,12.0
1110,6.0
1111,6.0
1114,0.0
1115,5.0
1116,4.0
1117,6.0
1118,7.0
1141,8.0
1142,12.0
1143,12.0
1144,15.0
1145,16.0
1146,15.0
1147,19.0
1148,23.0
1149,27.0
1150,26.0
1151,17.0
1152,17.0
1153,25.0
1154,38.0
1155,38.0
1156,31.0
1157,24.0
1158,21.0
1159,9.0
1160,6.0
1165,1.0
1166,5.0
1167,7.0
1188,22.0
1190,5.0
1191,11.0
1192,13.0
1193,18.0
1194,23.0
1195,27.0
1196,19.0
1197,17.0
1198,31.0
1199,29.0
1200,24.0
1202,35.0
1203,43.0
1204,44.0
1205,35.0
1206,28.0
1207,24.0
1208,18.0
1209,11.0
1211,2.0
1213,2.0
1215,3.0
1216,5.0
1220,11.0
1236,23.0
1237,19.0
1238,7.0
1239,7.0
1240,4.0
1241,7.0
1242,18.0
1243,25.0
1244,28.0
1245,31.0
1246,25.0
1247,27.0
1248,26.0
1249,31.0
1250,26.0
1251,34.0
1252,33.0
1253,41.0
1254,32.0
1255,29.0
1256,23.0
1257,20.0
1258,12.0
1259,9.0
1267,8.0
1268,12.0
1269,14.0
1270,14.0
1287,7.0
1288,5.0
1289,3.0
1290,3.0
1292,23.0
1293,27.0
1294,29.0
1295,26.0
1296,25.0
1297,30.0
1298,30.0
1299,22.0
1300,29.0
1301,29.0
1302,33.0
1303,30.0
1304,35.0
1305,27.0
1306,21.0
1307,15.0
1308,8.0
1309,5.0
1315,5.0
1316,5.0
1317,8.0
1318,14.0
1319,11.0
1337,15.0
1338,10.0
1339,2.0
1340,6.0
1342,27.0
1343,23.0
1344,21.0
1345,28.0
1346,26.0
1347,26.0
1348,23.0
1349,32.0
1350,27.0
1351,30.0
1352,30.0
1353,31.0
1354,23.0
1355,20.0
1356,19.0
1357,15.0
1358,6.0
1364,4.0
1365,4.0
1366,8.0
1367,11.0
1368,10.0
1385,13.0
1386,17.0
1387,17.0
1388,10.0
1389,5.0
1393,22.0
1394,26.0
1395,26.0
1396,22.0
1397,22.0
1398,25.0
1399,27.0
1401,32.0
1402,31.0
1403,25.0
1405,17.0
1406,15.0
1409,3.0
1413,1.0
1415,2.0
1416,4.0
1417,8.0
1428,6.0
1435,19.0
1436,18.0
1437,10.0
1443,33.0
1444,36.0
1445,31.0
1446,28.0
1447,26.0
1448,25.0
1449,31.0
1450,31.0
1451,35.0
1452,24.0
1453,25.0
1454,18.0
1455,15.0
1458,6.0
1461,8.0
1462,1.0
1464,2.0
1465,3.0
1466,8.0
1467,11.0
1477,5.0
1484,24.0
1492,32.0
1493,34.0
1494,30.0
1495,27.0
1496,30.0
1497,30.0
1498,31.0
1499,32.0
1500,27.0
1501,22.0
1502,17.0
1503,14.0
1504,11.0
1505,7.0
1506,8.0
1507,6.0
1508,11.0
1509,9.0
1510,9.0
1511,4.0
1528,4.0
1541,20.0
1542,27.0
1543,28.0
1544,26.0
1545,38.0
1546,31.0
1547,31.0
1548,32.0
1549,29.0
1550,19.0
1551,16.0
1552,15.0
1553,13.0
1554,8.0
1555,7.0
1556,5.0
1557,10.0
1558,9.0
1559,9.0
1560,2.0
1593,34.0
1594,39.0
1595,30.0
1596,29.0
1597,34.0
1598,32.0
1599,24.0
1600,14.0
1601,14.0
1602,13.0
1603,11.0
1604,5.0
1641,27.0
1642,37.0
1643,45.0
1644,39.0
1645,43.0
1646,35.0
1647,37.0
1648,24.0
1649,22.0
1650,17.0
1651,12.0
1652,9.0
1653,6.0
1677,8.0
1678,11.0
1681,29.0
1690,45.0
1691,55.0
1692,43.0
1693,40.0
1694,43.0
1695,31.0
1696,35.0
1697,24.0
1698,20.0
1699,18.0
1700,10.0
1701,11.0
1702,5.0
1703,5.0
1720,0.0
1721,3.0
1724,5.0
1725,7.0
1731,31.0
1739,47.0
1740,50.0
1741,41.0
1742,38.0
1743,36.0
1744,28.0
1745,34.0
1746,22.0
1747,15.0
1748,10.0
1749,13.0
1750,11.0
1751,9.0
1773,5.0
1774,5.0
1780,22.0
1788,47.0
1789,39.0
1790,41.0
1791,36.0
1792,31.0
1793,29.0
1794,23.0
1796,13.0
1797,8.0
1798,12.0
1799,11.0
1800,9.0
1824,9.0
1826,28.0
1828,24.0
1829,28.0
1837,48.0
1838,44.0
1839,31.0
1840,28.0
1841,22.0
1842,24.0
1843,18.0
1844,19.0
1845,12.0
1846,8.0
1847,12.0
1848,10.0
1874,24.0
1875,27.0
1878,22.0
1879,22.0
1885,44.0
1886,46.0
1887,37.0
1888,28.0
1892,17.0
1893,16.0
1894,9.0
1895,7.0
1918,1.0
1920,9.0
1921,16.0
1924,31.0
1927,24.0
1928,31.0
1934,57.0
1935,44.0
1936,32.0
1937,28.0
1940,11.0
1941,10.0
1942,8.0
1943,6.0
1964,0.0
1969,14.0
1970,18.0
1971,21.0
1972,25.0
1974,35.0
1975,36.0
1976,31.0
1977,35.0
1978,34.0
1983,49.0
1984,41.0
1985,32.0
1986,24.0
2018,14.0
2019,20.0
2022,28.0
2023,32.0
2024,33.0
2025,34.0
2026,35.0
2027,29.0
2030,18.0
2031,27.0
2033,30.0
2040,10.0
2041,9.0
2068,10.0
2070,18.0
2071,27.0
2072,34.0
2073,32.0
2074,37.0
2075,31.0
2076,24.0
2077,17.0
2084,17.0
2085,19.0
2086,16.0
2087,21.0
2088,25.0
2089,22.0
2090,17.0
2091,11.0
2118,13.0
2119,18.0
2120,26.0
2122,31.0
2123,25.0
2124,28.0
2125,19.0
2132,20.0
2133,22.0
2134,28.0
2135,20.0
2136,35.0
2137,37.0
2138,30.0
2139,21.0
2140,15.0
2167,14.0
2168,21.0
2169,27.0
2170,26.0
2171,25.0
2172,23.0
2177,17.0
2178,23.0
2179,21.0
2180,22.0
2181,25.0
2182,35.0
2183,39.0
2184,40.0
2185,44.0
2186,39.0
2187,38.0
2188,18.0
2189,16.0
2215,15.0
2216,17.0
2217,24.0
2218,28.0
2220,26.0
2221,17.0
2226,27.0
2227,31.0
2228,26.0
2229,28.0
2230,29.0
2231,30.0
2232,36.0
2233,38.0
2234,42.0
2235,36.0
2236,31.0
2263,18.0
2264,15.0
2265,15.0
2266,25.0
2267,27.0
2268,19.0
2269,14.0
2274,30.0
2275,30.0
2276,39.0
2277,33.0
2278,28.0
2279,32.0
2280,27.0
2281,34.0
2282,35.0
2283,32.0
2284,33.0
2312,21.0
2313,20.0
2314,14.0
2315,20.0
2316,21.0
2317,21.0
2323,37.0
2324,32.0
2325,28.0
2326,23.0
2327,23.0
2328,27.0
2329,36.0
2330,33.0
2331,39.0
2332,31.0
2333,25.0
2334,9.0
2362,14.0
2364,8.0
2365,14.0
2372,38.0
2373,25.0
2374,19.0
2375,14.0
2377,27.0
2378,29.0
2379,32.0
2380,33.0
2381,26.0
2382,13.0
2383,4.0
2411,14.0
2412,13.0
2421,36.0
2422,25.0
2423,22.0
2471,15.0
2472,14.0
