Grid_Number,doctor
615,0.0
616,1.0
617,0.0
657,2.0
658,1.0
665,0.0
666,0.0
705,1.0
706,4.0
707,4.0
714,0.0
754,1.0
755,11.0
756,16.0
763,0.0
803,6.0
804,2.0
805,12.0
806,0.0
812,0.0
813,0.0
852,3.0
854,1.0
855,3.0
856,2.0
861,0.0
866,1.0
903,5.0
904,3.0
905,3.0
908,0.0
910,0.0
948,4.0
951,4.0
952,8.0
953,5.0
954,3.0
955,3.0
958,1.0
959,3.0
960,0.0
961,1.0
964,0.0
999,7.0
1000,18.0
1001,13.0
1002,19.0
1003,12.0
1004,7.0
1005,0.0
1007,1.0
1008,2.0
1009,0.0
1010,0.0
1011,2.0
1013,1.0
1019,0.0
1020,2.0
1043,0.0
1044,1.0
1045,4.0
1048,24.0
1049,4.0
1050,12.0
1051,6.0
1052,12.0
1053,5.0
1054,1.0
1055,0.0
1056,2.0
1057,1.0
1058,3.0
1059,7.0
1061,2.0
1065,1.0
1066,1.0
1067,0.0
1068,0.0
1069,0.0
1091,4.0
1092,0.0
1093,4.0
1094,18.0
1096,4.0
1098,16.0
1099,19.0
1100,14.0
1101,3.0
1102,2.0
1103,0.0
1104,2.0
1105,2.0
1106,4.0
1107,7.0
1108,0.0
1109,1.0
1110,3.0
1111,1.0
1114,0.0
1115,1.0
1116,1.0
1117,0.0
1118,6.0
1141,0.0
1142,1.0
1143,3.0
1144,3.0
1145,9.0
1146,16.0
1147,5.0
1148,10.0
1149,19.0
1150,10.0
1151,2.0
1152,4.0
1153,2.0
1154,15.0
1155,12.0
1156,6.0
1157,10.0
1158,14.0
1159,4.0
1160,2.0
1165,0.0
1166,0.0
1167,0.0
1188,3.0
1190,0.0
1191,0.0
1192,0.0
1193,11.0
1194,15.0
1195,8.0
1196,4.0
1197,16.0
1198,10.0
1199,12.0
1200,21.0
1202,8.0
1203,4.0
1204,2.0
1205,3.0
1206,5.0
1207,6.0
1208,0.0
1209,1.0
1211,1.0
1213,0.0
1215,0.0
1216,2.0
1220,1.0
1236,3.0
1237,7.0
1238,0.0
1239,0.0
1240,0.0
1241,1.0
1242,3.0
1243,19.0
1244,9.0
1245,14.0
1246,16.0
1247,9.0
1248,11.0
1249,16.0
1250,2.0
1251,20.0
1252,14.0
1253,2.0
1254,7.0
1255,18.0
1256,5.0
1257,10.0
1258,15.0
1259,0.0
1267,0.0
1268,2.0
1269,8.0
1270,12.0
1287,1.0
1288,0.0
1289,1.0
1290,0.0
1292,6.0
1293,15.0
1294,9.0
1295,27.0
1296,17.0
1297,13.0
1298,13.0
1299,8.0
1300,12.0
1301,11.0
1302,1.0
1303,13.0
1304,14.0
1305,5.0
1306,11.0
1307,2.0
1308,3.0
1309,1.0
1315,0.0
1316,0.0
1317,2.0
1318,5.0
1319,3.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1342,1.0
1343,16.0
1344,6.0
1345,10.0
1346,8.0
1347,15.0
1348,9.0
1349,9.0
1350,22.0
1351,5.0
1352,13.0
1353,25.0
1354,7.0
1355,0.0
1356,9.0
1357,2.0
1358,1.0
1364,0.0
1365,1.0
1366,1.0
1367,1.0
1368,1.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1393,4.0
1394,19.0
1395,14.0
1396,12.0
1397,5.0
1398,9.0
1399,14.0
1401,18.0
1402,8.0
1403,11.0
1405,27.0
1406,6.0
1409,2.0
1413,0.0
1415,0.0
1416,0.0
1417,0.0
1428,4.0
1435,21.0
1436,0.0
1437,1.0
1443,0.0
1444,13.0
1445,22.0
1446,11.0
1447,19.0
1448,5.0
1449,17.0
1450,13.0
1451,20.0
1452,12.0
1453,2.0
1454,32.0
1455,9.0
1458,0.0
1461,0.0
1462,0.0
1464,0.0
1465,0.0
1466,0.0
1467,1.0
1477,6.0
1484,2.0
1492,15.0
1493,6.0
1494,11.0
1495,9.0
1496,17.0
1497,11.0
1498,11.0
1499,9.0
1500,20.0
1501,12.0
1502,3.0
1503,27.0
1504,4.0
1505,1.0
1506,2.0
1507,0.0
1508,0.0
1509,6.0
1510,1.0
1511,0.0
1528,1.0
1541,19.0
1542,5.0
1543,5.0
1544,11.0
1545,18.0
1546,0.0
1547,12.0
1548,7.0
1549,6.0
1550,2.0
1551,9.0
1552,1.0
1553,4.0
1554,1.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,1.0
1560,1.0
1593,7.0
1594,4.0
1595,11.0
1596,10.0
1597,15.0
1598,5.0
1599,14.0
1600,16.0
1601,2.0
1602,1.0
1603,4.0
1604,3.0
1641,14.0
1642,26.0
1643,2.0
1644,32.0
1645,10.0
1646,11.0
1647,18.0
1648,4.0
1649,7.0
1650,2.0
1651,2.0
1652,1.0
1653,1.0
1677,4.0
1678,8.0
1681,35.0
1690,20.0
1691,0.0
1692,3.0
1693,9.0
1694,9.0
1695,35.0
1696,8.0
1697,21.0
1698,7.0
1699,4.0
1700,0.0
1701,2.0
1702,4.0
1703,3.0
1720,4.0
1721,1.0
1724,18.0
1725,21.0
1731,8.0
1739,17.0
1740,2.0
1741,14.0
1742,20.0
1743,3.0
1744,3.0
1745,22.0
1746,4.0
1747,1.0
1748,4.0
1749,2.0
1750,0.0
1751,3.0
1773,2.0
1774,5.0
1780,37.0
1788,9.0
1789,18.0
1790,12.0
1791,13.0
1792,17.0
1793,8.0
1794,27.0
1796,1.0
1797,3.0
1798,17.0
1799,6.0
1800,0.0
1824,18.0
1826,18.0
1828,40.0
1829,17.0
1837,12.0
1838,10.0
1839,4.0
1840,14.0
1841,10.0
1842,17.0
1843,9.0
1844,6.0
1845,2.0
1846,3.0
1847,12.0
1848,1.0
1874,41.0
1875,8.0
1878,9.0
1879,6.0
1885,8.0
1886,13.0
1887,5.0
1888,11.0
1892,5.0
1893,6.0
1894,5.0
1895,0.0
1918,0.0
1920,3.0
1921,6.0
1924,7.0
1927,19.0
1928,5.0
1934,8.0
1935,4.0
1936,31.0
1937,6.0
1940,2.0
1941,4.0
1942,2.0
1943,8.0
1964,0.0
1969,5.0
1970,17.0
1971,12.0
1972,2.0
1974,12.0
1975,7.0
1976,19.0
1977,12.0
1978,2.0
1983,12.0
1984,17.0
1985,7.0
1986,4.0
2018,4.0
2019,10.0
2022,31.0
2023,14.0
2024,15.0
2025,13.0
2026,7.0
2027,34.0
2030,0.0
2031,0.0
2033,35.0
2040,2.0
2041,1.0
2068,1.0
2070,12.0
2071,14.0
2072,37.0
2073,2.0
2074,9.0
2075,18.0
2076,16.0
2077,2.0
2084,6.0
2085,2.0
2086,5.0
2087,7.0
2088,7.0
2089,1.0
2090,1.0
2091,1.0
2118,0.0
2119,2.0
2120,6.0
2122,1.0
2123,10.0
2124,14.0
2125,3.0
2132,4.0
2133,12.0
2134,14.0
2135,19.0
2136,17.0
2137,22.0
2138,21.0
2139,7.0
2140,10.0
2167,0.0
2168,2.0
2169,1.0
2170,0.0
2171,6.0
2172,20.0
2177,2.0
2178,7.0
2179,22.0
2180,14.0
2181,16.0
2182,7.0
2183,3.0
2184,14.0
2185,9.0
2186,23.0
2187,11.0
2188,8.0
2189,5.0
2215,7.0
2216,0.0
2217,6.0
2218,4.0
2220,4.0
2221,41.0
2226,24.0
2227,14.0
2228,14.0
2229,19.0
2230,11.0
2231,24.0
2232,14.0
2233,17.0
2234,9.0
2235,8.0
2236,6.0
2263,12.0
