Grid_Number,police
615,3.0
616,5.0
617,3.0
657,3.0
658,2.0
665,4.0
666,2.0
705,3.0
706,0.0
707,3.0
714,1.0
754,0.0
755,3.0
756,3.0
763,2.0
803,3.0
804,4.0
805,2.0
806,2.0
812,0.0
813,0.0
852,5.0
854,8.0
855,6.0
856,2.0
861,2.0
866,0.0
903,11.0
904,10.0
905,6.0
908,1.0
910,3.0
948,2.0
951,14.0
952,12.0
953,10.0
954,5.0
955,3.0
958,2.0
959,2.0
960,2.0
961,1.0
964,1.0
999,9.0
1000,14.0
1001,13.0
1002,9.0
1003,4.0
1004,4.0
1005,2.0
1007,4.0
1008,4.0
1009,5.0
1010,3.0
1011,3.0
1013,1.0
1019,5.0
1020,0.0
1043,2.0
1044,5.0
1045,7.0
1048,7.0
1049,8.0
1050,10.0
1051,7.0
1052,7.0
1053,4.0
1054,3.0
1055,2.0
1056,4.0
1057,7.0
1058,9.0
1059,10.0
1061,3.0
1065,1.0
1066,0.0
1067,2.0
1068,5.0
1069,4.0
1091,2.0
1092,2.0
1093,5.0
1094,11.0
1096,10.0
1098,10.0
1099,9.0
1100,10.0
1101,9.0
1102,6.0
1103,6.0
1104,2.0
1105,5.0
1106,6.0
1107,10.0
1108,12.0
1109,10.0
1110,8.0
1111,1.0
1114,1.0
1115,2.0
1116,2.0
1117,3.0
1118,4.0
1141,2.0
1142,5.0
1143,12.0
1144,13.0
1145,13.0
1146,12.0
1147,12.0
1148,12.0
1149,14.0
1150,13.0
1151,8.0
1152,6.0
1153,5.0
1154,2.0
1155,8.0
1156,13.0
1157,12.0
1158,13.0
1159,7.0
1160,8.0
1165,2.0
1166,4.0
1167,4.0
1188,3.0
1190,3.0
1191,6.0
1192,9.0
1193,9.0
1194,13.0
1195,12.0
1196,11.0
1197,17.0
1198,19.0
1199,13.0
1200,10.0
1202,7.0
1203,8.0
1204,4.0
1205,13.0
1206,16.0
1207,12.0
1208,6.0
1209,7.0
1211,3.0
1213,1.0
1215,2.0
1216,3.0
1220,3.0
1236,4.0
1237,4.0
1238,2.0
1239,3.0
1240,2.0
1241,3.0
1242,8.0
1243,10.0
1244,9.0
1245,18.0
1246,15.0
1247,16.0
1248,13.0
1249,14.0
1250,11.0
1251,13.0
1252,11.0
1253,11.0
1254,14.0
1255,14.0
1256,13.0
1257,7.0
1258,8.0
1259,3.0
1267,4.0
1268,3.0
1269,4.0
1270,6.0
1287,2.0
1288,0.0
1289,2.0
1290,2.0
1292,6.0
1293,10.0
1294,17.0
1295,17.0
1296,14.0
1297,19.0
1298,16.0
1299,18.0
1300,13.0
1301,11.0
