Grid_Number,department_store
615,0.0
616,1.0
617,0.0
657,0.0
658,0.0
665,0.0
666,0.0
705,0.0
706,0.0
707,5.0
714,0.0
754,3.0
755,2.0
756,25.0
763,0.0
803,0.0
804,1.0
805,1.0
806,0.0
812,0.0
813,0.0
852,1.0
854,1.0
855,0.0
856,0.0
861,0.0
866,0.0
903,1.0
904,2.0
905,0.0
908,0.0
910,0.0
948,4.0
951,1.0
952,6.0
953,5.0
954,0.0
955,0.0
958,0.0
959,0.0
960,0.0
961,1.0
964,1.0
999,0.0
1000,0.0
1001,3.0
1002,10.0
1003,2.0
1004,0.0
1005,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,2.0
1013,2.0
1019,3.0
1020,0.0
1043,0.0
1044,0.0
1045,0.0
1048,4.0
1049,0.0
1050,5.0
1051,4.0
1052,2.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,8.0
1059,6.0
1061,3.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1091,0.0
1092,0.0
1093,0.0
1094,3.0
1096,2.0
1098,7.0
1099,8.0
1100,4.0
1101,1.0
1102,3.0
1103,0.0
1104,4.0
1105,5.0
1106,0.0
1107,15.0
1108,8.0
1109,0.0
1110,1.0
1111,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,1.0
1141,0.0
1142,1.0
1143,2.0
1144,0.0
1145,4.0
1146,2.0
1147,9.0
1148,2.0
1149,7.0
1150,1.0
1151,0.0
1152,1.0
1153,5.0
1154,1.0
1155,8.0
1156,2.0
1157,0.0
1158,1.0
1159,5.0
1160,0.0
1165,0.0
1166,0.0
1167,0.0
1188,0.0
1190,0.0
1191,0.0
1192,0.0
1193,4.0
1194,9.0
1195,1.0
1196,1.0
1197,2.0
1198,0.0
1199,2.0
1200,3.0
1202,10.0
1203,2.0
1204,0.0
1205,0.0
1206,1.0
1207,0.0
1208,1.0
1209,0.0
1211,4.0
1213,0.0
1215,0.0
1216,0.0
1220,0.0
1236,0.0
1237,1.0
1238,0.0
1239,0.0
1240,1.0
1241,0.0
1242,0.0
1243,9.0
1244,3.0
1245,3.0
1246,1.0
1247,2.0
1248,11.0
1249,2.0
1250,1.0
1251,1.0
1252,2.0
1253,0.0
1254,15.0
1255,4.0
1256,8.0
1257,6.0
1258,3.0
1259,1.0
1267,0.0
1268,0.0
1269,6.0
1270,2.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1292,3.0
1293,5.0
1294,2.0
1295,2.0
1296,3.0
1297,8.0
1298,3.0
1299,3.0
1300,4.0
1301,2.0
1302,1.0
1303,5.0
1304,5.0
1305,2.0
1306,1.0
1307,1.0
1308,12.0
1309,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,1.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1342,0.0
1343,2.0
1344,4.0
1345,2.0
1346,2.0
1347,3.0
1348,1.0
1349,5.0
1350,0.0
1351,0.0
1352,3.0
1353,2.0
1354,3.0
1355,2.0
1356,2.0
1357,0.0
1358,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1393,7.0
1394,12.0
1395,1.0
1396,1.0
1397,2.0
1398,2.0
1399,7.0
1401,0.0
1402,5.0
1403,3.0
1405,20.0
1406,2.0
1409,0.0
1413,0.0
1415,0.0
1416,0.0
1417,0.0
1428,0.0
1435,8.0
1436,0.0
1437,1.0
1443,1.0
1444,0.0
1445,3.0
1446,1.0
1447,1.0
1448,1.0
1449,3.0
1450,1.0
1451,11.0
1452,0.0
1453,2.0
1454,6.0
1455,1.0
1458,0.0
1461,0.0
1462,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1477,0.0
1484,0.0
1492,5.0
1493,2.0
1494,3.0
1495,3.0
1496,2.0
1497,0.0
1498,2.0
1499,2.0
1500,3.0
1501,0.0
1502,0.0
1503,13.0
1504,3.0
1505,1.0
1506,0.0
1507,0.0
1508,0.0
1509,2.0
1510,0.0
1511,0.0
1528,2.0
1541,1.0
1542,1.0
1543,3.0
1544,16.0
1545,12.0
1546,0.0
1547,1.0
1548,1.0
1549,1.0
1550,3.0
1551,5.0
1552,7.0
1553,1.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1593,4.0
1594,1.0
1595,4.0
1596,2.0
1597,2.0
1598,9.0
1599,2.0
1600,7.0
1601,0.0
1602,3.0
1603,0.0
1604,0.0
1641,8.0
1642,0.0
1643,0.0
1644,8.0
1645,0.0
1646,3.0
1647,8.0
1648,2.0
1649,3.0
1650,0.0
1651,1.0
1652,0.0
1653,0.0
1677,2.0
1678,1.0
1681,5.0
1690,3.0
1691,2.0
1692,2.0
1693,2.0
1694,2.0
1695,3.0
1696,3.0
1697,7.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,3.0
1720,1.0
1721,0.0
1724,2.0
1725,1.0
1731,1.0
1739,5.0
1740,6.0
1741,1.0
1742,3.0
1743,0.0
1744,1.0
1745,3.0
1746,1.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,2.0
1773,1.0
1774,1.0
1780,7.0
1788,1.0
1789,1.0
1790,1.0
1791,0.0
1792,8.0
1793,3.0
1794,8.0
1796,0.0
1797,0.0
1798,1.0
1799,3.0
1800,0.0
1824,2.0
1826,3.0
1828,3.0
1829,2.0
1837,0.0
1838,4.0
1839,3.0
1840,2.0
1841,8.0
1842,6.0
1843,6.0
1844,4.0
1845,0.0
1846,1.0
1847,3.0
1848,0.0
1874,1.0
1875,7.0
1878,1.0
1879,5.0
1885,6.0
1886,4.0
1887,33.0
1888,1.0
1892,3.0
1893,0.0
1894,3.0
1895,0.0
1918,0.0
1920,0.0
1921,0.0
1924,1.0
1927,3.0
1928,5.0
1934,4.0
1935,1.0
1936,18.0
1937,1.0
1940,0.0
1941,0.0
1942,0.0
1943,3.0
1964,0.0
1969,1.0
1970,3.0
1971,6.0
1972,0.0
1974,0.0
1975,3.0
1976,1.0
1977,4.0
1978,1.0
1983,0.0
1984,10.0
1985,5.0
1986,0.0
2018,0.0
2019,8.0
2022,1.0
2023,5.0
2024,2.0
2025,5.0
2026,6.0
2027,2.0
2030,0.0
2031,0.0
2033,7.0
2040,0.0
2041,1.0
2068,0.0
2070,4.0
2071,5.0
2072,8.0
2073,1.0
2074,1.0
2075,6.0
2076,2.0
2077,1.0
2084,1.0
2085,1.0
2086,3.0
2087,2.0
2088,0.0
2089,1.0
2090,0.0
2091,0.0
2118,1.0
2119,1.0
2120,8.0
2122,0.0
2123,2.0
2124,2.0
2125,0.0
2132,0.0
2133,2.0
2134,2.0
2135,0.0
2136,3.0
2137,4.0
2138,1.0
2139,3.0
2140,3.0
2167,0.0
2168,2.0
2169,2.0
2170,1.0
2171,1.0
2172,1.0
2177,0.0
2178,3.0
2179,5.0
2180,2.0
2181,3.0
2182,1.0
2183,0.0
2184,0.0
2185,1.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2215,4.0
2216,0.0
2217,0.0
2218,2.0
2220,2.0
2221,12.0
2226,6.0
2227,7.0
2228,8.0
2229,2.0
2230,4.0
2231,3.0
2232,8.0
2233,7.0
2234,2.0
2235,0.0
2236,1.0
2263,1.0
