Grid_Number,police
0,6.393114140815986
1,5.361114703224494
2,4.368530136176708
3,3.4495539546677687
4,2.680979609689082
5,2.2245770597803856
6,2.2765537042114268
7,2.8088276357481328
8,3.615133587082482
9,4.552112835100842
10,5.554019618298791
11,6.591312374887024
12,7.649609530698405
13,7.682693936739946
14,6.691456169642439
15,5.744584174948858
16,4.868035655590126
17,4.107086202323698
18,3.5371464672438426
19,3.2599870116843244
20,3.3491025111457793
21,3.7786667056213465
22,4.451181713026251
23,5.274521527189542
24,6.188780022539465
25,6.341977071759925
26,6.130524346228658
27,6.117094565870047
28,5.620280701121848
29,4.980694367925692
30,4.5276858966460765
31,4.320350070931851
32,4.393605792151352
33,4.734446212912651
34,5.291413043206129
35,6.004663605013434
36,6.8253776444710965
37,7.71935469677554
38,8.663945743386083
39,9.644290368852847
40,10.650520154333753
41,10.132105595812957
42,9.35424160896202
43,8.649680324386178
44,8.037721363073954
45,7.540942982668855
46,7.183281895235289
47,6.986137549896424
48,6.963157208252328
49,6.129168906634087
50,5.04347758196709
51,3.972339747122836
52,2.931750727185387
53,1.9707115210359663
54,1.2826175520983534
55,1.3709026164428444
56,2.1416121253863976
57,3.1251389281833646
58,4.173649057875823
59,5.248338966680371
60,6.335900857262799
61,7.4306850121614305
62,7.323506607074754
63,6.27583145804506
64,5.254639301922169
65,4.278933293989754
66,3.388239707151001
67,2.669068888096974
68,2.2892250617384784
69,2.414546805255235
70,2.9820099603850485
71,3.7983671189733044
72,4.736630065220722
73,5.737298860665538
74,5.410370876238395
75,5.1609895478915115
76,5.145131195399332
77,4.911855579508977
78,4.164948894017483
79,3.611112773341892
80,3.347586257289707
81,3.4417138397001112
82,3.8674690270198786
83,4.532339496520457
84,5.34787322817837
85,6.255418206147448
86,7.2203620351836495
87,8.22252157313307
88,9.24980844333186
89,10.29470318038428
90,9.490202308021592
91,8.654907417200132
92,7.8882042677763575
93,7.21200196594235
94,6.6539491852643
95,6.245796088581067
96,6.018119259114241
97,5.991528325097159
98,6.014466947394756
99,4.903457847312183
100,3.7929997891795337
101,2.6837768689571924
102,1.578395231007548
103,0.5028588961850078
104,0.6980436769729566
105,1.7873234798818283
106,2.8938983758585883
107,4.003452602335266
108,5.114047321815913
109,6.225125671156557
110,7.33646792229706
111,7.08174762887911
112,5.991977278542554
113,4.912158002577305
114,3.850670472303759
115,2.828231291555482
116,1.9086601842834412
117,1.3266263482525784
118,1.5328905847976857
119,2.326463395438969
120,3.3087720719248614
121,4.353892008979758
122,5.033466692176514
123,4.497497961982179
124,4.194287888056211
125,4.174862375077121
126,4.309017922555909
127,3.433458981406429
128,2.735417322116387
129,2.3768124672141635
130,2.5077538379018303
131,3.066151227150158
132,3.871252977142396
133,4.800497693713609
134,5.794464499045779
135,6.824933829942266
136,7.877593983223931
137,8.944613707421281
138,10.02140728712728
139,8.908731907648788
140,8.013115170694007
141,7.178257943896188
142,6.427878445744481
143,5.794887173300252
144,5.321341487176768
145,5.052276212646446
146,5.02067490168939
147,6.05749221649322
148,4.9561324732530565
149,3.8608481662367415
150,2.7788325541090813
151,1.7350891895118041
152,0.8786472318797273
153,1.0031798200527593
154,1.927065353166629
155,2.9822230517068977
156,4.067750006531159
157,5.16453175339967
158,6.26666168536826
159,7.371741412759313
160,6.969647589058671
161,5.859076663165177
162,4.749150820333041
163,3.6404601390395754
164,2.5346259830288456
165,1.4382524340312082
166,0.43089858945150644
167,0.8807039599259976
168,1.958933054636246
169,3.0613272173096937
170,4.168799862136892
171,4.265491281592705
172,3.6175679593970886
173,3.23296182260747
174,3.2078261315238157
175,3.5498052019516884
176,2.8518135085250806
177,1.9562865359581485
178,1.4121388166175366
179,1.6229840933560211
180,2.3972653170721836
181,3.3663848468126116
182,4.403529854165154
183,5.470143116908354
184,6.5518484846383425
185,7.642240097977036
186,8.73806678664401
187,9.837512435765259
188,8.400253385826975
189,7.4437633741410965
190,6.536652920783477
191,5.702535546215013
192,4.978238033419073
193,4.41810572433374
194,4.090149688932772
195,4.051154499255696
196,6.25499075596274
197,5.195644022872936
198,4.163818745939424
199,3.1863644749217257
200,2.332662184379495
201,1.7895724202201508
202,1.853830712167601
203,2.478642663419789
204,3.3650427750415046
205,4.356170173923594
206,5.394607174937179
207,6.457570506078773
208,7.534687079863035
209,6.993444297658215
210,5.887361328778057
211,4.783998956964605
212,3.68580126409233
213,2.5993226483124143
214,1.5490763094170776
215,0.7178612778544091
216,1.0506543435615512
217,2.0409033829658525
218,3.114411825869657
219,4.207932717759344
220,3.5996057533002133
221,2.801792843334475
222,2.28380974232263
223,2.2481977194399754
224,2.7140120258871887
225,2.5257471066372252
226,1.4400634504773817
227,0.49094742587994294
228,0.9386896970875275
229,1.9985268721538918
230,3.0951483500612653
231,4.199838008532655
232,5.3075604213053404
233,6.41674514785815
234,7.526745730937689
235,8.637247631200006
236,9.748079519885666
237,7.978734118944257
238,6.964640533216816
239,5.985407214688156
240,5.061308471823113
241,4.228646298858394
242,3.552311606171705
243,3.135163173812268
244,3.0842244824442746
245,6.593095241039877
246,5.598062343661201
247,4.656238969686335
248,3.807319644493629
249,3.127885324157637
250,2.7467276020803157
251,2.78894615082323
252,3.2380226894768946
253,3.9578053812884697
254,4.828718062587718
255,5.78287774494442
256,6.785255639340828
257,7.817325333043854
258,7.151781341956076
259,6.074580143227098
260,5.012472384242836
261,3.977658531140164
262,2.9985859444229424
263,2.152703005528898
264,1.6581933186812385
265,1.8270036186086922
266,2.5296524763061585
267,3.4544468974845834
268,4.147732749346305
269,3.1022611262575355
270,2.125376094493887
271,1.372328423765579
272,1.3123297506251406
273,1.9055200566978696
274,2.3157380238771834
275,1.4908672410207668
276,0.6244337670028289
277,1.0148951986471806
278,2.0354285384017152
279,3.1191006302270012
280,4.217519470478363
281,5.32156128989275
282,6.428329563435992
283,7.536623231000424
284,8.645855701536757
285,8.642732089585218
286,7.595899855983166
287,6.570497200570734
288,5.551503536399061
289,4.539979816647456
290,3.588384624129376
291,2.7594300027391316
292,2.1966487938568013
293,2.123426514220749
294,7.051609633524075
295,6.1313949991610395
296,5.285420788744342
297,4.555239100055139
298,4.004696701309202
299,3.714545752378229
300,3.745793199012903
301,4.091081189521701
302,4.6814299070873355
303,5.437599536276506
304,6.3001629760727615
305,7.465489125924249
306,7.513591499508138
307,7.034395012130101
308,5.972175320705134
309,4.931927128774769
310,3.9311314673502444
311,3.0094096250560027
312,2.265427164335642
313,1.9184984884491385
314,2.168403774945026
315,2.862896379534247
316,3.7634078567768143
317,3.97171625997901
318,2.862691643468696
319,1.757367116589807
320,0.6741937855256875
321,0.4790819909185396
322,1.3373632432697997
323,1.4029152159840896
324,2.0673084376958637
325,1.56230614782653
326,1.7551920455311727
327,2.4886663151267383
328,3.43206690400819
329,4.453938564161105
330,5.510799989769714
331,6.585827709207213
332,7.671388335736827
333,8.763568546783823
334,8.385882471570874
335,7.302350416278225
336,6.2288426418397265
337,5.171605359174866
338,4.143113033077247
339,3.125382860136526
340,2.122796929750806
341,1.3104876591564156
342,1.1837868566432068
343,7.697144949026745
344,6.764748677213552
345,6.008554004052149
346,5.377404548086791
347,4.919664625600169
348,4.686425320370085
349,4.711149163299149
350,4.9900032559836935
351,5.484359620869727
352,6.142404277459471
353,6.622519460786921
354,6.488969421373484
355,6.544352204980137
356,6.833223546222836
357,5.733879477447392
358,4.640545874732669
359,3.558766709615495
360,2.5035649174326733
361,1.5309201228329672
362,0.9446998854415188
363,1.3834961687606224
364,2.325624163264361
365,3.372811315936437
366,4.031088134136364
367,2.9445032924916674
368,1.8876943781368707
369,0.9641280114401996
370,0.5388821905055057
371,0.5537742116001616
372,0.6903397176133024
373,1.2819621626566038
374,2.2041863687042516
375,2.6520178902807725
376,3.185212979317344
377,3.966210631165825
378,4.877390084036001
379,5.8583191707904865
380,6.8792248978913815
381,7.924672176097592
382,9.344408835533667
383,8.236907720714099
384,7.130791221409912
385,6.026821750884216
386,4.926442907447806
387,3.832748537743088
388,2.7537148212220615
389,1.7172045916202314
390,0.7110443672907634
391,0.43551597237211476
392,6.719981227205287
393,5.983933003359352
394,5.346558995758107
395,4.882293918890354
396,4.643356182184208
397,4.66450225294261
398,4.942394946750928
399,5.437813555144584
400,5.851254946776165
401,6.0300828345872075
402,5.669136477905193
403,5.512638165568939
404,5.5778232680950115
405,6.7683560875829425
406,5.656426235074493
407,4.54450588289112
408,3.432604263339325
409,2.320748301739962
410,1.2090639658979303
411,0.10325216466035093
412,1.0160456129782194
413,2.127650983612301
414,3.23949240942988
415,4.029622600011257
416,3.3240506424978937
417,2.4376989535330584
418,1.7801179262031808
419,1.5015941812024804
420,0.8200028145022289
421,0.22831682789930421
422,0.8912676049439854
423,2.0023610202920135
424,3.0850663501724993
425,4.060360657754292
426,5.09198244704932
427,6.151658645847085
428,7.227059238233718
429,8.312083292099565
430,9.40340014891542
431,9.313375435006872
432,8.201688235209879
433,7.090083226827254
434,5.978606255697104
435,4.867345036007851
436,3.756491046176785
437,2.6465571223816027
438,1.539534528881236
439,0.45708956537280415
440,0.7214967203634138
441,5.7431333255714545
442,5.265687957907517
443,4.528407216805735
444,3.9696770958481395
445,3.6719290083416776
446,3.6987364210252367
447,4.043649546517851
448,4.617279565134929
449,4.940034882315432
450,5.152839397420058
451,4.725451622848891
452,4.536617038012706
453,4.615707658064261
454,4.94989718532233
455,5.746323149651911
456,4.655911116214832
457,3.5787776160895493
458,2.531926628126837
459,1.5768696827814435
460,1.0174703259536124
461,1.4341673728617417
462,2.356117264490054
463,3.393906804280493
464,3.0780205244533163
465,2.995543103761717
466,3.083836464842949
467,2.025080681380606
468,1.0792212566541999
469,0.309905141968439
470,0.4794545590449056
471,0.8020367933350468
472,1.6329904607247254
473,2.676362270610968
474,3.7592598332729006
475,4.855308055761781
476,5.957252762004368
477,7.062334384341288
478,8.16928000339485
479,7.359308294748053
480,6.427406140880119
481,5.562062825918194
482,4.7994164349491895
483,4.1958450173500665
484,3.8273613312756476
485,3.763659943144244
486,2.884803175013044
487,1.920381353709854
488,1.2355169135216033
489,1.355729271768775
490,4.766795417687465
491,4.64325109570581
492,3.7867354901454022
493,3.0970651922439765
494,2.7050179548055318
495,2.7414035939206363
496,3.1916026368944355
497,3.660051841566147
498,4.0597295005967275
499,4.31870698388495
500,3.7986995117869817
501,3.5611610515216325
502,3.6614860609773587
503,4.0747950133006965
504,4.719564673986683
505,4.960805359590106
506,3.9672978305778552
507,3.0564974397535325
508,2.327608941354699
509,1.991535194384246
510,2.2332764582583313
511,2.9123353703671437
512,2.7547616405712376
513,2.1483437080291705
514,2.028524572257383
515,2.467246532803622
516,1.888379771763862
517,0.7935968601684228
518,0.4080148672591623
519,0.5035443196477767
520,0.43652443746518377
521,1.4879488169107218
522,2.5904231546136858
523,3.698574711850824
524,4.80848001132344
525,5.9191525981700055
526,7.03022882149076
527,8.141543430184905
528,6.913945299592858
529,5.912307562800566
530,4.957921340089903
531,4.084048175263413
532,3.3542178174962767
533,2.8800984397291125
534,2.794998938073889
535,3.1308039368701737
536,2.627143988117405
537,2.1772031924648623
538,2.2475329136204167
539,3.7913615286761053
540,4.038061167775225
541,3.175590400391442
542,2.310243197626173
543,1.7501243263883313
544,1.8059648302151081
545,2.4357637534562495
546,2.717272185453766
547,3.235670169472762
548,3.5581353990495797
549,2.9051305104682372
550,2.5869095954833696
551,2.723468640359942
552,3.2581166066168947
553,4.035619954489323
554,4.94267085888786
555,4.5363179519858186
556,3.765693177436503
557,3.2024321718628044
558,2.9670794879610307
559,3.053724169654998
560,3.013871247111266
561,2.1527700431760173
562,1.28894117365707
563,1.0775816258845918
564,1.7702704010069368
565,1.6488986757878314
566,1.413591679803138
567,0.9252774520634618
568,0.43300049871556856
569,1.2807436776235779
570,1.9140543087414834
571,2.8565303669626387
572,3.889574512652556
573,4.956881716674489
574,6.040316641390257
575,6.790404999453072
576,6.818854242458261
577,6.583639820775657
578,5.52245255449091
579,4.485923920440063
580,3.496055906278164
581,2.6065614621837434
582,1.959280655989185
583,1.8320100977337168
584,2.3122723853249068
585,3.132061373304632
586,3.138481470549855
587,3.1875954123896686
588,2.8177706638307765
589,3.141966688381456
590,2.7823547773072184
591,1.7304822322710534
592,0.8488237377062683
593,0.9587997972824092
594,1.6335596887092152
595,1.8116391928035052
596,2.5235725000337608
597,2.929000924054104
598,2.0877952455806756
599,1.6160426517144066
600,1.8267898092515245
601,2.5564800903867
602,3.493834882795327
603,4.511212277676939
604,4.308555988600105
605,3.3652974669802433
606,2.561183639618899
607,2.0656617561124153
608,2.1088190073370088
609,2.567631748421003
610,1.5473996924168891
611,0.7432357505600352
612,0.33479720390957957
613,1.4439059263512382
614,0.8315084624759693
615,0.6930021525919227
616,1.060818198749124
617,0.6757666814061122
618,1.5036117514000766
619,2.5569314274233976
620,3.3928359591382704
621,4.298841641054886
622,5.180565271865622
623,5.733127819875192
624,5.817467582652354
625,5.850750178728625
626,6.090360243085137
627,5.285627136843838
628,4.190958258846519
629,3.1085801185553623
630,2.0579776257266476
631,1.1314308599889322
632,0.893231214361146
633,1.6698654263481438
634,2.692935463457421
635,3.766724652401658
636,4.1431971673892765
637,1.8489365637828468
638,2.313248012171992
639,2.703837427758729
640,1.6012021088171344
641,0.53835108585763
642,0.6990407218759738
643,0.6911281855758936
644,1.0446936472129706
645,2.044009246149905
646,2.5312816371143367
647,1.4789980131899794
648,0.6635856041773568
649,1.0798698623212182
650,2.089199444632708
651,3.1680044276777024
652,3.8159096132016233
653,3.8055584830692646
654,2.890052536790945
655,1.8939696299188267
656,1.137849099521392
657,1.2145544483853252
658,1.8311782804487913
659,1.3450231988352097
660,0.28934152897349497
661,0.2467351703866808
662,1.3281608034889854
663,0.7534589254874404
664,0.6193302406297848
665,1.6103423509574968
666,1.621307950434876
667,2.105378741737289
668,2.95117978313985
669,3.736265891330252
670,3.8788200516118647
