Grid_Number,supermarket
0,7.0
1,7.0
2,7.0
3,7.0
4,6.0
5,6.0
6,5.0
7,5.0
8,5.0
9,4.0
10,5.0
11,5.0
12,6.0
13,7.0
14,6.0
15,4.0
16,3.0
17,3.0
18,3.0
19,1.0
20,1.0
21,1.0
22,2.0
23,0.0
24,2.0
25,2.0
26,2.0
27,1.0
28,2.0
29,7.0
30,8.0
31,7.0
32,8.0
33,8.0
34,9.0
35,7.0
36,6.0
37,6.0
38,3.0
39,5.0
40,6.0
41,6.0
42,5.0
43,4.0
44,5.0
45,5.0
46,5.0
47,4.0
48,1.0
49,8.0
50,8.0
51,8.0
52,7.0
53,7.0
54,7.0
55,5.0
56,7.0
57,5.0
58,5.0
59,5.0
60,6.0
61,7.0
62,7.0
63,7.0
64,5.0
65,3.0
66,3.0
67,3.0
68,3.0
69,1.0
70,2.0
71,2.0
72,2.0
73,2.0
74,2.0
75,2.0
76,4.0
77,6.0
78,11.0
79,11.0
80,12.0
81,12.0
82,8.0
83,10.0
84,9.0
85,6.0
86,6.0
87,4.0
88,5.0
89,6.0
90,6.0
91,5.0
92,5.0
93,5.0
94,5.0
95,5.0
96,4.0
97,3.0
98,8.0
99,8.0
100,8.0
101,8.0
102,7.0
103,7.0
104,5.0
105,10.0
106,8.0
107,6.0
108,8.0
109,9.0
110,10.0
111,9.0
112,8.0
113,6.0
114,4.0
115,3.0
116,3.0
117,3.0
118,2.0
119,2.0
120,2.0
121,2.0
122,2.0
123,2.0
124,3.0
125,6.0
126,10.0
127,12.0
128,12.0
129,13.0
130,13.0
131,12.0
132,10.0
133,10.0
134,7.0
135,6.0
136,4.0
137,5.0
138,6.0
139,6.0
140,7.0
141,5.0
142,5.0
143,5.0
144,5.0
145,6.0
146,3.0
147,8.0
148,10.0
149,10.0
150,10.0
151,8.0
152,9.0
153,12.0
154,11.0
155,12.0
156,11.0
157,10.0
158,10.0
159,10.0
160,10.0
161,9.0
162,9.0
163,5.0
164,4.0
165,4.0
166,4.0
167,2.0
168,2.0
169,2.0
170,2.0
171,3.0
172,3.0
173,8.0
174,11.0
175,15.0
176,15.0
177,13.0
178,13.0
179,13.0
180,13.0
181,11.0
182,10.0
183,8.0
184,4.0
185,4.0
186,5.0
187,6.0
188,6.0
189,6.0
190,5.0
191,5.0
192,6.0
193,11.0
194,14.0
195,11.0
196,6.0
197,9.0
198,10.0
199,10.0
200,12.0
201,13.0
202,12.0
203,10.0
204,14.0
205,14.0
206,14.0
207,13.0
208,11.0
209,11.0
210,11.0
211,9.0
212,5.0
213,7.0
214,7.0
215,7.0
216,5.0
217,5.0
218,3.0
219,3.0
220,3.0
221,5.0
222,10.0
223,13.0
224,16.0
225,17.0
226,18.0
227,18.0
228,13.0
229,13.0
230,13.0
231,9.0
232,8.0
233,4.0
234,4.0
235,5.0
236,6.0
237,5.0
238,6.0
239,5.0
240,9.0
241,14.0
242,16.0
243,14.0
244,13.0
245,13.0
246,12.0
247,12.0
248,8.0
249,15.0
250,12.0
251,9.0
252,10.0
253,15.0
254,14.0
255,15.0
256,14.0
257,12.0
258,13.0
259,13.0
260,10.0
261,11.0
262,7.0
263,8.0
264,7.0
265,7.0
266,6.0
267,7.0
268,6.0
269,6.0
270,8.0
271,13.0
272,19.0
273,26.0
274,25.0
275,24.0
276,24.0
277,21.0
278,13.0
279,14.0
280,10.0
281,7.0
282,4.0
283,3.0
284,3.0
285,3.0
286,5.0
287,5.0
288,5.0
289,14.0
290,16.0
291,15.0
292,13.0
293,13.0
294,15.0
295,17.0
296,19.0
297,19.0
298,19.0
299,15.0
300,15.0
301,11.0
302,14.0
303,15.0
304,17.0
305,16.0
306,12.0
307,13.0
308,13.0
309,10.0
