Voronoi_Sites_Lat,Voronoi_Sites_Lon,Catchment_Polygon_Population,Catchment_Polygon_Area,Voronoi_Sites_Grid_Number
18.9537304,72.79790059999999,3728.0,0.11489486607083416,82.0
18.9500688,72.7958173,-1.0,-1.0,82.0
18.9566265,72.8005543,4801.0,0.6303651295288829,120.0
18.9673283,72.805442,3768.0,0.11693389736442933,121.0
18.9627091,72.8081503,11057.0,0.24345739125592353,121.0
18.9709925,72.8048799,1593.0,0.04331000213076671,122.0
18.9714769,72.80493799999999,-1.0,-1.0,122.0
18.9709873,72.8048673,1044.0,0.09453583598620688,122.0
19.1384605,72.80987429999999,1406.0,0.051600759472750835,138.0
19.1397656,72.80937340000001,8559.0,0.2588809421363538,138.0
18.9037004,72.81314320000001,-1.0,-1.0,153.0
18.9166833,72.8173675,8208.0,3.8790538265852046,154.0
18.9591997,72.8139185,11563.0,0.25897139389763996,158.0
18.9617557,72.8182187,4111.0,0.08894679150542155,159.0
19.1385659,72.8121507,18234.0,0.5123204086967991,176.0
18.9127604,72.8224005,16598.0,0.80769845912654,192.0
18.9255728,72.8242221,15909.0,0.4698984141368127,193.0
18.9328129,72.82734359999999,13245.0,0.3179147355236531,194.0
18.9404936,72.8278327,9699.0,0.6606890562869889,195.0
18.9574064,72.82141779999999,1315.0,0.02806327583355002,196.0
18.95536299999999,72.828088,1320.0,0.0289787992009855,196.0
18.953953,72.8273258,4079.0,0.0880370924487111,196.0
18.9938418,72.8245855,24062.0,0.5209746204484498,200.0
19.02826965,72.82878919999999,23.0,2.652184878471152,203.0
19.0475857,72.8251315,32961.0,6.961669949377,205.0
19.1059517,72.826298,9364.0,3.390089610412483,211.0
19.1296983,72.8253785,7034.0,0.16203810709401664,213.0
19.1465398,72.82813399999999,609.0,0.013612892493290498,215.0
19.1458916,72.823233,4130.0,0.12172881195361654,215.0
19.1403278,72.8260155,9487.0,0.20492377956582397,215.0
19.1430384,72.8225413,15547.0,0.4018759066611478,215.0
19.1442866,72.82371789999999,1300.0,0.02897659955281834,215.0
19.1445436,72.8234604,427.0,0.01064670736836614,215.0
19.1970025,72.8276326,11298.0,0.26155977259735547,220.0
19.2167153,72.828491,1435.0,0.03415889059101044,222.0
19.2265058,72.8271661,1633.0,0.0437019537916507,223.0
19.2304663,72.827725,5587.0,0.16394230367078796,224.0
18.92999229999999,72.8338308,9043.0,0.930301418434168,231.0
18.9227369,72.8318506,28256.0,5.969282826048767,231.0
18.93625,72.8353833,10808.0,0.391781513611693,232.0
18.947834,72.834512,389.0,0.008607384785288223,233.0
18.9622969,72.8317471,12642.0,0.2775905532615891,235.0
18.9852851,72.8351469,18931.0,0.4117710244504439,237.0
18.9914,72.83166659999999,7479.0,0.16834236870805785,238.0
19.0127398,72.8332086,4137.0,0.08853946597159598,240.0
19.0206532,72.8384703,2707.0,0.058991305539651095,241.0
19.0555449,72.8331695,3938.0,0.08672609492286024,244.0
19.055063,72.830396,11775.0,0.26942690479452935,244.0
19.0538609,72.83664970000001,8508.0,0.20141898988351253,244.0
19.0654307,72.8341901,3060.0,0.0658487841199947,245.0
19.06122359999999,72.83656130000001,11983.0,0.2604050376942163,245.0
19.068411,72.837891,5651.0,0.12061131646927907,245.0
19.0711047,72.83645299999999,5438.0,0.11744611385085674,246.0
19.070969,72.83844959999999,911.0,0.019324043954662865,246.0
19.0823658,72.8386008,3611.0,0.07872110181867106,247.0
19.1083525,72.83898930000001,5812.0,0.12748525447252404,249.0
