Voronoi_Sites_Lat,Voronoi_Sites_Lon,Catchment_Polygon_Population,Catchment_Polygon_Area,Voronoi_Sites_Grid_Number
18.9517545,72.8183688,4009.0,0.5667048668878362,158.0
18.9696305,72.81936739999999,5670.0,0.13914901874347646,159.0
18.9633235,72.8162577,1451.0,0.031612365897435164,159.0
18.9353819,72.8271711,953.0,0.02894597079680086,194.0
18.9460459,72.8235345,5311.0,0.3535360258154081,195.0
18.981757,72.8237138,18954.0,0.5865192815954602,199.0
18.9398446,72.8354475,16790.0,0.3723596080896696,232.0
18.9518278,72.8382898,73509.0,3.3922511782439666,234.0
18.961636,72.835504,33546.0,0.7295605455518808,235.0
18.9609487,72.83943219999999,29984.0,0.9090579354821954,235.0
18.97666539999999,72.8326682,5419.0,0.11839160951202533,236.0
18.9872162,72.8327925,21123.0,0.4664647931745604,237.0
18.9949905,72.8328531,18690.0,0.40918148072732075,238.0
18.996405,72.8309039,14166.0,0.3129711138729556,238.0
19.009131,72.8376116,14140.0,0.3147371258623469,239.0
19.0075159,72.8359669,9428.0,0.20964862053649258,239.0
19.0696783,72.8399001,23521.0,0.5052639548577883,245.0
18.9674478,72.8445615,22693.0,8.031546381501721,273.0
18.9774518,72.8441593,21000.0,0.45840054722866214,274.0
18.9873611,72.8441484,12122.0,0.2687120883094847,275.0
19.0175259,72.8440292,1947.0,0.04207838961223217,278.0
19.018769,72.84317659999999,7678.0,0.16482179751285767,278.0
19.0286649,72.8469662,12199.0,0.2731028722998037,279.0
19.0406658,72.8465921,19500.0,0.436045590044905,281.0
19.05505759999999,72.8401743,2365.0,0.05268044859287534,282.0
19.0627256,72.8413911,32847.0,0.7224681463595192,283.0
19.078981,72.8469045,28063.0,0.6068210521589268,284.0
19.081558,72.8417388,3159.0,0.06812781587039116,285.0
19.0995611,72.84396269999999,5918.0,0.1321060154924846,286.0
19.1198242,72.846531,23388.0,0.49732236559043896,288.0
19.1361089,72.8488481,22008.0,0.4722685429374131,290.0
19.1645553,72.8493293,3307.0,0.06789728811825954,293.0
19.1869676,72.8488893,2196.0,0.03356583855223885,295.0
18.9987584,72.8544512,2064.0,0.044330359669038075,314.0
19.0160207,72.8588041,57512.0,1.4272318279872591,316.0
19.02697909999999,72.8559788,16179.0,0.33703086494253043,317.0
19.02768,72.8502918,9716.0,0.21378364645879896,317.0
19.0327753,72.8561072,28256.0,0.6071213829611413,318.0
19.204168,72.85175,10487.0,0.25517348658830813,335.0
19.2290548,72.85740249999999,864.0,0.014514830267218637,337.0
19.2494357,72.85962789999999,19503.0,0.40312456861968654,339.0
19.0240002,72.8608524,23251.0,0.48593050757131284,355.0
19.0379766,72.8643617,9752.0,0.19677427115422927,356.0
19.0465102,72.8632615,1220.0,0.024858362835089166,357.0
19.0517347,72.86907479999999,67483.0,1.4030301003831571,358.0
19.0383474,72.8773952,6977.0,0.1777660665692634,394.0
19.0655986,72.8791535,14921.0,0.30251066330293125,397.0
19.0759837,72.8776559,38599.0,0.8635485457072872,398.0
19.0694924,72.8920193,46969.0,0.9394587722201497,473.0
19.0656486,72.89121229999999,18422.0,0.3344268534449813,473.0
19.079094,72.897263,28066.0,0.5543107324537436,474.0
19.0806844,72.89841129999999,26048.0,0.48929304979664145,475.0
19.0623648,72.901708,13693.0,0.25297394913266313,511.0
19.0857262,72.9089968,4622.0,0.08168092452137948,513.0
19.0558186,72.9143581,17582.0,0.3107809737715158,548.0
19.1109511,72.9278923,12423.0,0.23889096858641978,592.0
19.1283375,72.9280642,44683.0,0.9402324109711943,593.0
