Voronoi_Sites_Lat,Voronoi_Sites_Lon,Catchment_Polygon_Population,Catchment_Polygon_Area,Voronoi_Sites_Grid_Number
22.49473769999999,88.2769586,3172.0,0.2898777845580878,0.0
22.492424,88.27737959999999,-1.0,-1.0,0.0
22.4942297,88.2742526,-1.0,-1.0,0.0
22.4949937,88.2701084,-1.0,-1.0,0.0
22.5027631,88.2780952,-1.0,-1.0,1.0
22.5004065,88.2795604,1918.0,0.46420833126797806,1.0
22.5196946,88.2735427,2838.0,0.20020968125630018,2.0
22.5194128,88.27347209999999,1616.0,0.10753477034224229,2.0
22.512119,88.2715154,-1.0,-1.0,2.0
22.5136044,88.2722819,260.0,0.02003724471074344,2.0
22.5250858,88.2726225,224.0,0.014945899417332442,3.0
22.5244525,88.2746672,1540.0,0.10130698763362986,3.0
22.525418,88.276326,7537.0,0.5520332883682306,3.0
22.52,88.27,-1.0,-1.0,3.0
22.5249702,88.2721344,-1.0,-1.0,3.0
22.5249488,88.2738657,553.0,0.03553930695257043,3.0
22.5357665,88.2763508,3563.0,0.19340589462940055,4.0
22.5312677,88.272911,-1.0,-1.0,4.0
22.5351936,88.2703004,-1.0,-1.0,4.0
22.5477235,88.27326260000001,-1.0,-1.0,5.0
22.5418239,88.27901659999999,6266.0,0.27092118500334755,5.0
22.5468441,88.2759591,480.0,0.01675114140753079,5.0
22.5472308,88.2768064,323.0,0.010923616754529398,5.0
22.5473262,88.2773828,208.0,0.0070767164297708685,5.0
22.5468352,88.2759391,370.0,0.01270279892841051,5.0
22.5428311,88.2751741,-1.0,-1.0,5.0
22.5482094,88.2783991,2080.0,0.06717900408529184,5.0
22.5471686,88.2768095,515.0,0.016713471160416094,5.0
22.5688936,88.2704497,-1.0,-1.0,7.0
22.5680217,88.2704497,116.0,0.00716330801663801,7.0
22.5679028,88.27040679999999,35.0,0.0021685620857126078,7.0
22.5671132,88.2730054,3323.0,0.204278609018019,7.0
22.5679438,88.27026719999999,-1.0,-1.0,7.0
22.5673268,88.2703111,-1.0,-1.0,7.0
22.567224,88.272975,1194.0,0.09187601111157025,7.0
22.5680217,88.27036389999999,-1.0,-1.0,7.0
22.578641,88.275247,3504.0,0.3335758800211309,8.0
22.57701,88.271456,-1.0,-1.0,8.0
22.581588,88.27201,-1.0,-1.0,9.0
22.5873889,88.2788506,6789.0,0.49464276080150865,9.0
22.5852756,88.2712174,-1.0,-1.0,9.0
22.6055534,88.2731105,-1.0,-1.0,11.0
22.6074117,88.2752163,4095.0,0.31360521963717586,11.0
22.6136832,88.2711296,-1.0,-1.0,12.0
22.5027652,88.28713929999999,2590.0,0.845483591352851,15.0
22.5087103,88.28197929999999,1454.0,0.284623222360789,15.0
22.5103068,88.2871407,8326.0,0.6987398870767327,16.0
22.5129212,88.280373,6637.0,0.46083636079148177,16.0
22.5385603,88.2882429,5379.0,0.1944606216720755,18.0
22.5364441,88.2824686,3211.0,0.15918582248134794,18.0
22.5385826,88.2869123,2670.0,0.12295808103957798,18.0
22.5369821,88.2828182,3176.0,0.144349316769699,18.0
22.5457095,88.2879809,659.0,0.023239911838228714,19.0
22.5477529,88.28272430000001,1145.0,0.04067065579173184,19.0
22.543596,88.28623999999999,95.0,0.003560976611415681,19.0
22.5457869,88.2899053,2086.0,0.07493946884363237,19.0
22.5456488,88.2886149,374.0,0.013479133526652554,19.0
22.5489078,88.2812388,2806.0,0.1669588667069268,19.0
22.5482013,88.28844350000001,1302.0,0.10124974748804973,19.0
22.5441457,88.283946,1792.0,0.06946511159613644,19.0
22.5490966,88.2853954,381.0,0.015624499437603911,19.0
22.5433265,88.2864079,2318.0,0.08709910161295832,19.0
22.5406627,88.2847991,671.0,0.03211621813520541,19.0
22.5493081,88.28741529999999,697.0,0.1998263873069755,19.0
22.5413119,88.2841718,2313.0,0.09993896618566653,19.0
22.5485054,88.2875876,116.0,0.006995424461069841,19.0
22.5498625,88.2853141,437.0,0.037144172055347854,19.0
22.5486176,88.2872174,67.0,0.0038596801042489783,19.0
22.5447318,88.2839315,1647.0,0.05577321700643228,19.0
22.5488927,88.2868623,298.0,0.013342873407718463,19.0
22.5443567,88.28617229999999,1041.0,0.035433583697498716,19.0
22.5472612,88.2828937,2775.0,0.08811341084982745,19.0
22.5505508,88.28582349999999,252.0,0.3083863216653091,20.0
22.5641526,88.2873886,2410.0,0.19283162755322636,21.0
22.562822,88.2806779,3280.0,0.19128469561224468,21.0
22.5672334,88.2823568,6564.0,0.4317665042585985,21.0
22.5645213,88.2849289,1520.0,0.07590159095606315,21.0
22.5603765,88.2828183,1654.0,0.10164388181046487,21.0
22.5659279,88.281241,1282.0,0.07819903141723437,21.0
22.5646255,88.285074,1686.0,0.0984722633159553,21.0
22.56067579999999,88.2842118,2514.0,0.22972651130708366,21.0
22.5659258,88.2812622,623.0,0.03187850315580133,21.0
22.5647004,88.2806135,2691.0,0.15314763630070125,21.0
22.5798125,88.2883284,5017.0,0.37821698713664653,22.0
22.5798268,88.2884717,518.0,0.03757550476103883,22.0
22.5817356,88.2890943,2562.0,0.17008243753616908,23.0
22.5895362,88.2871026,1204.0,0.07697140803129174,23.0
22.5867471,88.2839115,726.0,0.03976699278845499,23.0
22.5888897,88.2890484,1700.0,0.10741806436262911,23.0
22.5804816,88.2884919,794.0,0.06880213215942975,23.0
22.5910138,88.28627870000001,2248.0,0.2891380365363655,24.0
22.6070987,88.2835006,5981.0,0.4415131773269782,25.0
22.6050555,88.2884428,2162.0,0.15459434010838685,25.0
22.601991,88.28238499999999,4178.0,0.33535957357248497,25.0
22.6002917,88.2884546,3347.0,0.24859320346838273,25.0
22.4972695,88.2956602,2595.0,0.277821003789508,28.0
22.49649,88.2978917,1496.0,0.08693136251697152,28.0
22.494449,88.294872,-1.0,-1.0,28.0
22.4974512,88.29907709999999,508.0,0.030471637771333736,28.0
22.5008401,88.2999048,2715.0,0.1760000953076551,29.0
22.5048849,88.2946283,1915.0,0.5760021536229529,29.0
22.5169141,88.2986389,132.0,0.0042727234923598326,30.0
22.5171833,88.2983942,6722.0,0.3565678259514165,30.0
22.5169308,88.29808840000001,4667.0,0.2788721200869036,30.0
22.5168866,88.2985702,375.0,0.011074861528305788,30.0
22.5352748,88.29131249999999,21386.0,0.8371663384573046,32.0
22.5402272,88.2949129,10640.0,0.4664269983049061,33.0
22.543605,88.29459899999999,10142.0,0.5889448654658289,33.0
22.5636202,88.29031169999999,22.0,0.0013237761089652635,35.0
22.563584,88.290296,41.0,0.0045457733616973625,35.0
22.5617699,88.29628930000001,943.0,0.044442279188283675,35.0
22.5636211,88.29022119999999,513.0,0.041848247374912904,35.0
22.5640849,88.2907087,2207.0,0.2215331733063911,35.0
22.56156679999999,88.2961653,3409.0,0.30672442634076025,35.0
22.5630407,88.29342009999999,1241.0,0.16217154033370113,35.0
22.56401,88.29809,1108.0,0.059645152869058186,35.0
22.5633775,88.2906442,884.0,0.18426073095114295,35.0
22.5651891,88.2971056,2061.0,0.2342333700905874,35.0
22.5649183,88.2984958,1175.0,0.0793521032286669,35.0
