Voronoi_Sites_Lat,Voronoi_Sites_Lon,Catchment_Polygon_Population,Catchment_Polygon_Area,Voronoi_Sites_Grid_Number
19.1425491,72.789853,-1.0,-1.0,63.0
18.9456382,72.795357,763.0,0.06694101030726692,81.0
18.94671289999999,72.7964244,808.0,0.16934266338737894,81.0
18.943395,72.7943509,644.0,0.6071545165818042,81.0
18.9431929,72.79415110000001,-1.0,-1.0,81.0
18.9477474,72.79715879999999,627.0,0.02592347540984102,81.0
18.9481653,72.7976293,70.0,0.002239893073832765,81.0
18.9481557,72.7977865,813.0,0.06019102798275619,81.0
18.949121,72.792422,-1.0,-1.0,81.0
18.9490299,72.7953825,2020.0,0.06687369868113748,81.0
18.9444446,72.7941847,589.0,0.15849227702200733,81.0
18.9497538,72.7922535,-1.0,-1.0,81.0
18.9498796,72.7971757,2541.0,0.07760841446089209,81.0
18.9490224,72.7997306,762.0,0.28741312829705046,81.0
18.9571353,72.79990269999999,542.0,0.020725793613833966,82.0
18.9503748,72.7989241,1476.0,0.03814964435404228,82.0
18.9538505,72.79790109999999,3289.0,0.43033109924604745,82.0
18.9518129,72.7993979,2540.0,0.06646512586229199,82.0
19.146355,72.7994526,17255.0,1.8153275834956992,101.0
19.1412036,72.7915759,1041.0,0.03373729804161039,101.0
19.1405999,72.79020059999999,283.0,0.012696176084230168,101.0
19.1404152,72.7903216,1520.0,0.05901788620241257,101.0
19.2326877,72.79837049999999,25545.0,4.468033818923495,110.0
18.9032462,72.8074291,-1.0,-1.0,115.0
18.949307,72.80018609999999,1047.0,0.2679159889980918,119.0
18.9542861,72.80132499999999,371.0,0.010217607542771179,120.0
18.9512489,72.8023907,273.0,0.01235533296264056,120.0
18.9572243,72.8088477,756.0,0.019731899392872444,120.0
18.950754,72.8020638,271.0,0.02583277159851776,120.0
18.958134,72.809431,699.0,0.015431439250376664,120.0
18.9548621,72.8032961,2628.0,0.07171180904372343,120.0
18.9508924,72.8016667,871.0,0.02309310978758293,120.0
18.9513884,72.8023639,1415.0,0.04012356308396087,120.0
18.9553238,72.80011379999999,1535.0,0.054347948612824555,120.0
18.9503386,72.8017128,903.0,0.48147025294082385,120.0
18.9542739,72.8013252,1439.0,0.037677672088354056,120.0
18.9639831,72.80771589999999,162.0,0.003541940604519296,121.0
18.9634596,72.8072363,984.0,0.02153149568460383,121.0
18.961062,72.80161,1134.0,0.0467450786228618,121.0
18.965333,72.803032,1282.0,0.4265417432261207,121.0
18.9629243,72.8053528,746.0,0.022723542275582907,121.0
18.964254,72.8083302,1015.0,0.022584366466532647,121.0
18.9635066,72.8072493,155.0,0.00343418838435986,121.0
18.9643066,72.8056589,36.0,0.0008819998527827769,121.0
18.964188,72.80649799999999,261.0,0.005771483327650938,121.0
18.9612447,72.8088302,3450.0,0.07587816603392725,121.0
18.964316,72.80710499999999,180.0,0.003969584670703877,121.0
18.9637919,72.8093446,1217.0,0.02738875980095144,121.0
18.9640979,72.8057343,181.0,0.005944673973368667,121.0
18.9625236,72.8050184,2681.0,0.07999921273891712,121.0
18.9635492,72.8028255,676.0,0.05441592753236971,121.0
18.9641353,72.8049844,503.0,0.017659214240695446,121.0
