Grid_Number,local_government_office
30,23.0
47,13.0
48,24.0
49,31.0
65,24.0
66,30.0
67,40.0
68,37.0
81,15.0
82,18.0
83,30.0
84,34.0
86,52.0
101,21.0
102,32.0
103,38.0
104,56.0
105,76.0
120,17.0
121,22.0
122,39.0
123,70.0
124,91.0
125,118.0
135,13.0
136,16.0
137,16.0
138,18.0
139,26.0
140,27.0
141,38.0
142,86.0
143,106.0
144,130.0
145,120.0
146,120.0
147,126.0
153,8.0
154,11.0
155,16.0
156,20.0
157,30.0
158,42.0
159,54.0
160,84.0
161,112.0
162,145.0
163,132.0
164,107.0
167,64.0
172,8.0
174,17.0
175,22.0
176,32.0
177,44.0
178,64.0
179,104.0
180,133.0
181,144.0
182,120.0
186,62.0
188,21.0
192,10.0
193,14.0
194,16.0
195,33.0
196,43.0
197,77.0
198,113.0
199,134.0
200,147.0
201,114.0
202,83.0
204,86.0
205,80.0
212,10.0
213,20.0
214,30.0
215,36.0
216,64.0
217,76.0
218,94.0
219,109.0
220,96.0
221,88.0
222,102.0
223,92.0
224,90.0
233,28.0
234,37.0
235,55.0
236,66.0
237,98.0
238,85.0
239,77.0
240,89.0
241,89.0
242,101.0
243,77.0
253,62.0
254,76.0
255,89.0
256,62.0
257,62.0
258,68.0
259,61.0
260,65.0
261,68.0
262,54.0
281,35.0
