Grid_Number,primary_school
30,14.0
47,22.0
48,23.0
49,16.0
65,14.0
66,25.0
67,25.0
68,18.0
81,6.0
82,16.0
83,21.0
84,22.0
86,31.0
101,16.0
102,21.0
103,31.0
104,29.0
105,31.0
120,30.0
121,42.0
122,40.0
123,44.0
124,41.0
125,30.0
135,5.0
136,17.0
137,24.0
138,37.0
139,45.0
140,50.0
141,51.0
142,56.0
143,51.0
144,35.0
145,20.0
146,24.0
147,24.0
153,9.0
154,13.0
155,23.0
156,39.0
157,56.0
158,58.0
159,58.0
160,53.0
161,50.0
162,40.0
163,32.0
164,17.0
167,24.0
172,10.0
174,24.0
175,37.0
176,55.0
177,64.0
178,62.0
179,54.0
180,49.0
181,43.0
182,31.0
186,20.0
188,13.0
192,8.0
193,16.0
194,33.0
195,47.0
196,53.0
197,50.0
198,49.0
199,50.0
200,41.0
201,36.0
202,31.0
204,27.0
205,25.0
212,8.0
213,15.0
214,35.0
215,47.0
216,47.0
217,44.0
218,44.0
219,42.0
220,45.0
221,47.0
222,36.0
223,30.0
224,29.0
233,25.0
234,36.0
235,41.0
236,48.0
237,49.0
238,50.0
239,51.0
240,48.0
241,41.0
242,33.0
243,29.0
253,23.0
254,38.0
255,42.0
256,40.0
257,40.0
258,39.0
259,34.0
260,29.0
261,22.0
262,20.0
281,17.0
