Grid_Number,bank
30,21.0
47,7.0
48,15.0
49,26.0
65,12.0
66,12.0
67,20.0
68,22.0
81,6.0
82,12.0
83,13.0
84,18.0
86,24.0
101,12.0
102,10.0
103,22.0
104,25.0
105,32.0
120,9.0
121,12.0
122,17.0
123,26.0
124,41.0
125,55.0
135,7.0
136,8.0
137,9.0
138,11.0
139,14.0
140,17.0
141,22.0
142,27.0
143,49.0
144,66.0
145,80.0
146,71.0
147,76.0
153,5.0
154,9.0
155,7.0
156,12.0
157,16.0
158,29.0
159,35.0
160,41.0
161,45.0
162,63.0
163,81.0
164,82.0
167,38.0
172,5.0
174,8.0
175,10.0
176,16.0
177,27.0
178,40.0
179,55.0
180,66.0
181,82.0
182,78.0
186,45.0
188,21.0
192,6.0
193,6.0
194,8.0
195,16.0
196,24.0
197,43.0
198,56.0
199,63.0
200,73.0
201,74.0
202,62.0
204,53.0
205,57.0
212,6.0
213,11.0
214,24.0
215,31.0
216,31.0
217,31.0
218,41.0
219,55.0
220,62.0
221,55.0
222,54.0
223,61.0
224,64.0
233,28.0
234,34.0
235,34.0
236,30.0
237,33.0
238,35.0
239,41.0
240,39.0
241,47.0
242,57.0
243,45.0
253,44.0
254,46.0
255,41.0
256,32.0
257,26.0
258,28.0
259,29.0
260,27.0
261,32.0
262,32.0
281,22.0
