Grid_Number,school
30,14.0
47,13.0
48,10.0
49,11.0
65,11.0
66,19.0
67,12.0
68,15.0
81,27.0
82,6.0
83,23.0
84,7.0
86,7.0
101,10.0
102,6.0
103,14.0
104,10.0
105,9.0
120,16.0
121,5.0
122,7.0
123,9.0
124,24.0
125,9.0
135,10.0
136,17.0
137,16.0
138,18.0
139,13.0
140,13.0
141,8.0
142,5.0
143,15.0
144,11.0
145,13.0
146,26.0
147,11.0
153,18.0
154,22.0
155,7.0
156,7.0
157,10.0
158,7.0
159,9.0
160,11.0
161,12.0
162,3.0
163,5.0
164,35.0
167,19.0
172,15.0
174,14.0
175,10.0
176,10.0
177,23.0
178,12.0
179,9.0
180,12.0
181,26.0
182,10.0
186,19.0
188,28.0
192,8.0
193,7.0
194,14.0
195,16.0
196,11.0
197,14.0
198,8.0
199,14.0
200,10.0
201,27.0
202,14.0
204,11.0
205,15.0
212,19.0
213,10.0
214,8.0
215,6.0
216,11.0
217,9.0
218,10.0
219,10.0
220,9.0
221,19.0
222,11.0
223,12.0
224,7.0
233,31.0
234,12.0
235,13.0
236,13.0
237,2.0
238,13.0
239,14.0
240,11.0
241,7.0
242,7.0
243,13.0
253,8.0
254,8.0
255,14.0
256,8.0
257,14.0
258,14.0
259,8.0
260,12.0
261,4.0
262,10.0
281,10.0
