Grid_Number,bank
0,3.0
1,3.0
2,3.0
3,2.0
4,2.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,3.0
24,3.0
25,3.0
26,0.0
27,0.0
28,3.0
29,3.0
30,3.0
31,2.0
32,1.0
33,1.0
34,1.0
35,3.0
36,3.0
37,3.0
38,3.0
39,2.0
40,1.0
41,1.0
42,1.0
43,1.0
44,0.0
45,1.0
46,0.0
47,0.0
48,0.0
49,0.0
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,3.0
59,3.0
60,3.0
61,3.0
62,3.0
63,3.0
64,3.0
65,3.0
66,3.0
67,1.0
68,1.0
69,1.0
70,3.0
71,3.0
72,3.0
73,3.0
74,2.0
75,1.0
76,1.0
77,1.0
78,0.0
79,1.0
80,1.0
81,1.0
82,0.0
83,0.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,2.0
91,2.0
92,2.0
93,0.0
94,0.0
95,3.0
96,3.0
97,3.0
98,3.0
99,3.0
100,3.0
101,3.0
102,1.0
103,1.0
104,1.0
105,0.0
106,0.0
107,0.0
108,3.0
109,2.0
110,1.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,1.0
117,1.0
118,1.0
119,1.0
120,1.0
121,1.0
122,1.0
123,1.0
124,2.0
125,2.0
126,2.0
127,2.0
128,0.0
129,0.0
130,4.0
131,3.0
132,3.0
133,4.0
134,0.0
135,4.0
136,0.0
137,2.0
138,1.0
139,1.0
140,0.0
141,0.0
142,0.0
143,3.0
144,2.0
145,1.0
146,1.0
147,1.0
148,1.0
149,1.0
150,1.0
151,1.0
152,1.0
153,1.0
154,1.0
155,2.0
156,2.0
157,2.0
158,2.0
159,0.0
160,2.0
161,2.0
162,2.0
163,0.0
164,4.0
165,4.0
166,4.0
167,4.0
168,4.0
169,4.0
170,4.0
171,4.0
172,2.0
173,2.0
174,1.0
175,0.0
176,0.0
177,3.0
178,3.0
179,3.0
180,1.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,1.0
189,2.0
190,2.0
191,2.0
192,2.0
193,0.0
194,0.0
195,0.0
196,2.0
197,2.0
198,2.0
199,4.0
200,4.0
201,4.0
202,4.0
203,4.0
204,4.0
205,4.0
206,2.0
207,2.0
208,2.0
209,2.0
210,3.0
211,3.0
212,3.0
213,3.0
214,0.0
215,1.0
216,1.0
217,1.0
218,2.0
219,0.0
220,2.0
221,2.0
222,2.0
223,2.0
224,2.0
225,2.0
226,2.0
227,2.0
228,3.0
229,0.0
230,0.0
231,2.0
232,2.0
233,2.0
234,4.0
235,4.0
236,5.0
237,4.0
238,4.0
239,4.0
240,4.0
241,2.0
242,2.0
243,2.0
244,2.0
245,3.0
246,3.0
247,3.0
248,0.0
249,3.0
250,1.0
251,1.0
252,2.0
253,2.0
254,2.0
255,2.0
256,2.0
257,2.0
258,4.0
259,3.0
260,3.0
261,2.0
262,2.0
263,3.0
264,3.0
265,0.0
266,3.0
267,2.0
268,2.0
269,2.0
270,3.0
271,5.0
272,4.0
273,4.0
274,3.0
275,3.0
276,3.0
277,3.0
278,2.0
279,2.0
280,3.0
281,3.0
282,3.0
283,3.0
284,2.0
285,1.0
286,2.0
287,2.0
288,2.0
289,2.0
290,2.0
291,2.0
292,4.0
293,7.0
294,6.0
295,6.0
296,5.0
297,3.0
298,3.0
299,3.0
300,3.0
301,3.0
302,2.0
303,3.0
304,3.0
305,3.0
306,3.0
307,3.0
308,3.0
309,3.0
310,3.0
311,3.0
312,3.0
313,3.0
314,2.0
315,3.0
316,3.0
317,3.0
318,2.0
319,2.0
320,2.0
321,3.0
322,3.0
323,3.0
324,2.0
325,2.0
326,6.0
327,8.0
328,9.0
329,9.0
330,8.0
331,8.0
332,5.0
333,3.0
334,3.0
335,3.0
336,3.0
337,3.0
338,3.0
339,3.0
340,3.0
341,4.0
342,4.0
343,3.0
344,3.0
345,3.0
346,0.0
347,0.0
348,0.0
349,0.0
350,2.0
351,2.0
352,2.0
353,2.0
354,2.0
355,2.0
356,3.0
357,3.0
358,3.0
359,3.0
360,5.0
361,11.0
362,11.0
363,12.0
364,11.0
365,8.0
366,8.0
367,8.0
368,5.0
369,3.0
370,3.0
371,4.0
372,3.0
373,3.0
374,3.0
375,3.0
376,3.0
377,4.0
378,4.0
379,3.0
380,4.0
381,0.0
382,0.0
383,0.0
384,3.0
385,10.0
386,9.0
387,2.0
388,2.0
389,2.0
390,2.0
391,3.0
392,3.0
393,3.0
394,6.0
395,12.0
396,12.0
397,12.0
398,12.0
399,0.0
400,11.0
401,8.0
402,8.0
403,6.0
404,2.0
405,2.0
406,3.0
407,3.0
408,3.0
409,3.0
410,2.0
411,3.0
412,4.0
413,4.0
414,3.0
415,4.0
416,4.0
417,0.0
418,4.0
419,3.0
420,10.0
421,11.0
422,10.0
423,7.0
424,3.0
425,2.0
426,3.0
427,3.0
428,3.0
429,7.0
430,12.0
431,12.0
432,12.0
433,12.0
434,0.0
435,12.0
436,10.0
437,8.0
438,6.0
439,3.0
440,2.0
441,2.0
442,2.0
443,2.0
444,2.0
445,2.0
446,3.0
447,3.0
448,3.0
449,4.0
450,4.0
451,4.0
452,4.0
453,3.0
454,3.0
455,15.0
456,15.0
457,16.0
458,11.0
459,5.0
460,3.0
461,2.0
462,3.0
463,7.0
464,8.0
465,12.0
466,12.0
467,12.0
468,12.0
469,11.0
470,11.0
471,12.0
472,8.0
473,6.0
474,2.0
475,2.0
476,2.0
477,2.0
478,2.0
479,2.0
480,2.0
481,3.0
482,3.0
483,3.0
484,3.0
485,3.0
486,3.0
487,3.0
488,3.0
489,3.0
490,15.0
491,16.0
492,16.0
493,16.0
494,10.0
495,3.0
496,3.0
497,3.0
498,7.0
499,7.0
500,10.0
501,12.0
502,12.0
503,11.0
504,11.0
505,11.0
506,11.0
507,7.0
508,5.0
509,1.0
510,2.0
511,2.0
512,2.0
513,2.0
514,3.0
515,2.0
516,2.0
517,3.0
518,3.0
519,3.0
520,3.0
521,3.0
522,3.0
523,3.0
524,3.0
525,18.0
526,18.0
527,16.0
528,17.0
529,15.0
530,3.0
531,3.0
532,2.0
533,6.0
534,8.0
535,11.0
536,12.0
537,11.0
538,11.0
539,11.0
540,11.0
541,12.0
542,8.0
543,5.0
544,2.0
545,1.0
546,2.0
547,3.0
548,5.0
549,5.0
550,5.0
551,5.0
