Grid_Number,school
0,0.11558228876337528
1,0.15398139116176673
2,1.151706065112346
3,0.14795614122938094
4,0.1049286904194322
5,0.35302105544481105
6,0.8732217966059286
7,0.4186318943470126
8,0.013179748178037472
9,0.23989615450811758
10,0.34379900710702654
11,0.5457240844568095
12,0.6893942765232522
13,0.30748812762015176
14,0.03979792571738312
15,0.03746262221259713
16,0.0697246556805244
17,0.0972838730802483
18,0.06440681642059715
19,0.5678208892344593
20,0.6355393936118401
21,0.10777115194595763
22,0.11997683858268032
23,0.03176570915285339
24,0.04854003932320262
25,0.1277769845142185
26,0.05768690875060429
27,0.3407944977591305
28,0.24858721302182585
29,0.058971996579788084
30,1.2320149867539483
31,1.8707454505504368
32,0.26174914532095156
33,0.008088584254874263
34,1.103385255127107
35,0.12695598412148318
36,0.4027328823444891
37,0.23252453851849214
38,0.8753906372427492
39,0.004131922817990244
40,0.4265911581103933
41,0.5422645792023515
42,0.15818874945347933
43,0.13010827778997713
44,0.03092500396506398
45,0.204688711225949
46,0.2537824237802338
47,0.7291223076761931
48,0.16544156636037333
49,0.12845779950994404
50,0.007027972752775668
51,0.02155157638351011
52,0.44346896545580544
53,0.04031184017892662
54,0.4664555462836967
55,0.6439140587800464
56,0.05968351055069388
57,0.01999760577572738
58,0.11800295601093216
59,0.10666895630271142
60,0.28470110776687213
61,0.23718812455247804
62,0.3421144377281498
63,0.027477602435806603
64,0.023565229747736338
65,0.3421298323636677
66,1.3808113500248411
67,0.08702124215721438
68,0.9599670863044614
69,0.10261548858570416
70,0.4069732384198961
71,0.25870794555560545
72,0.14001180538225777
73,0.023835711738262034
74,0.8788322904245351
75,0.0782089123469765
76,0.21132525227585
77,0.18452877347912955
78,0.18279792427169456
79,0.4327955075897683
80,0.0053198707908463806
81,0.27048355504957633
82,0.18179129161609398
83,0.00989559979593787
84,0.35124890599321934
85,0.25023624937819217
86,0.7908711491398078
87,0.33561896135432745
88,0.3338076330016109
89,0.029886859069885988
90,0.00862722259574798
91,0.0236245084363311
92,0.037622757953365865
93,0.10616707154053188
94,0.11088483712383197
95,0.8060995300205254
96,0.45153184353734394
97,0.00417441872445022
98,0.5454742762516045
99,0.2680760840239921
100,0.36044649554517366
101,0.11961257885443967
102,0.3108122608418803
103,0.2978753266228057
104,0.053617392370248526
105,0.07041493376363138
106,0.003497402353942732
107,0.09852108624879485
108,0.38150724673177455
109,0.5557841721740966
110,0.4439246510623789
111,0.40629198007635786
112,0.32337456341625465
113,0.28413635039102236
114,0.11931625813974768
115,0.45511966726357345
116,0.28440761175757656
117,0.5040313753679866
118,0.018328433086486483
119,0.07375867726690444
120,0.45328181045809174
121,0.39918213950496817
122,0.08068636098532148
123,0.2468517921748628
124,0.14432547851649474
125,0.0078765915107615
126,0.11978207657841768
127,0.559666526885303
128,0.03992384370940954
129,0.0404356768929232
130,0.17271928602091904
131,0.028307226456153786
132,0.12133302624660018
133,0.4822556515221804
