Grid_Number,department_store
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,1.0
17,1.0
18,1.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,1.0
119,1.0
120,1.0
121,1.0
122,0.0
123,1.0
124,1.0
125,1.0
126,1.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,1.0
153,1.0
154,1.0
155,2.0
156,2.0
157,0.0
158,0.0
159,0.0
160,1.0
161,1.0
162,1.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,1.0
187,1.0
188,1.0
189,2.0
190,2.0
191,2.0
192,2.0
193,0.0
194,0.0
195,0.0
196,1.0
197,1.0
198,1.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,1.0
221,1.0
222,1.0
223,2.0
224,2.0
225,2.0
226,2.0
227,2.0
228,2.0
229,0.0
230,0.0
231,1.0
232,1.0
233,1.0
234,1.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,1.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,1.0
255,1.0
256,1.0
257,1.0
258,2.0
259,2.0
260,2.0
261,2.0
262,2.0
263,2.0
264,2.0
265,0.0
266,0.0
267,1.0
268,1.0
269,1.0
270,1.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,1.0
281,1.0
282,1.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,1.0
289,1.0
290,1.0
291,1.0
292,1.0
293,0.0
294,0.0
295,0.0
296,0.0
297,2.0
298,2.0
299,2.0
300,2.0
301,0.0
302,1.0
303,1.0
304,1.0
305,1.0
306,1.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,1.0
316,1.0
317,1.0
318,1.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,1.0
325,1.0
326,1.0
327,2.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,2.0
334,2.0
335,2.0
336,2.0
337,1.0
338,1.0
339,1.0
340,1.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,0.0
356,0.0
357,0.0
358,1.0
359,1.0
360,1.0
361,2.0
362,2.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,2.0
370,2.0
371,2.0
372,1.0
373,1.0
374,1.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,1.0
391,0.0
392,1.0
393,1.0
394,1.0
395,1.0
396,2.0
397,2.0
398,2.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,2.0
405,2.0
406,1.0
407,1.0
408,1.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,3.0
421,0.0
422,0.0
423,0.0
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0
429,1.0
430,1.0
431,0.0
432,2.0
433,2.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,1.0
441,1.0
442,1.0
443,1.0
444,1.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,3.0
456,3.0
457,0.0
458,0.0
459,0.0
460,1.0
461,1.0
462,1.0
463,1.0
464,1.0
465,1.0
466,0.0
467,0.0
468,2.0
469,2.0
470,2.0
471,0.0
472,0.0
473,0.0
474,2.0
475,1.0
476,1.0
477,1.0
478,1.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,3.0
491,3.0
492,3.0
493,0.0
494,0.0
495,2.0
496,1.0
497,1.0
498,1.0
499,1.0
500,1.0
501,0.0
502,0.0
503,0.0
504,2.0
505,2.0
506,2.0
507,2.0
508,2.0
509,1.0
510,1.0
511,1.0
512,1.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,3.0
526,3.0
527,3.0
528,3.0
529,0.0
530,0.0
531,1.0
532,1.0
533,1.0
534,1.0
535,1.0
536,0.0
537,0.0
538,0.0
539,2.0
540,2.0
541,2.0
542,2.0
543,2.0
544,1.0
545,1.0
546,1.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,3.0
561,3.0
562,3.0
563,3.0
564,3.0
565,0.0
566,1.0
567,1.0
568,1.0
569,1.0
570,1.0
