Grid_Number,school
0,36.0
1,40.0
2,43.0
3,44.0
4,40.0
5,26.0
6,26.0
7,25.0
8,26.0
9,27.0
10,26.0
11,30.0
12,32.0
13,35.0
14,38.0
15,35.0
16,31.0
17,29.0
18,31.0
19,34.0
20,36.0
21,38.0
22,35.0
23,31.0
24,29.0
25,29.0
26,30.0
27,31.0
28,32.0
29,25.0
30,26.0
31,20.0
32,14.0
33,17.0
34,16.0
35,42.0
36,46.0
37,56.0
38,61.0
39,55.0
40,39.0
41,35.0
42,35.0
43,39.0
44,41.0
45,40.0
46,40.0
47,38.0
48,42.0
49,49.0
50,40.0
51,35.0
52,42.0
53,36.0
54,35.0
55,36.0
56,42.0
57,39.0
58,39.0
59,31.0
60,31.0
61,30.0
62,35.0
63,34.0
64,27.0
65,31.0
66,30.0
67,24.0
68,18.0
69,17.0
70,61.0
71,69.0
72,69.0
73,67.0
74,62.0
75,52.0
76,49.0
77,49.0
78,43.0
79,46.0
80,56.0
81,58.0
82,54.0
83,44.0
84,51.0
85,42.0
86,48.0
87,49.0
88,36.0
89,36.0
90,33.0
91,43.0
92,40.0
93,41.0
94,38.0
95,31.0
96,33.0
97,37.0
98,34.0
99,33.0
100,36.0
101,33.0
102,24.0
103,23.0
104,17.0
105,69.0
106,78.0
107,82.0
108,81.0
109,66.0
110,58.0
111,69.0
112,58.0
113,54.0
114,61.0
115,68.0
116,68.0
117,65.0
118,56.0
119,48.0
120,48.0
121,56.0
122,52.0
123,40.0
124,35.0
125,39.0
126,46.0
127,40.0
128,48.0
129,45.0
130,33.0
131,35.0
132,39.0
133,36.0
134,35.0
135,35.0
136,33.0
137,24.0
138,23.0
139,20.0
140,75.0
141,81.0
142,87.0
143,86.0
144,71.0
145,67.0
146,76.0
147,71.0
148,68.0
149,67.0
150,74.0
151,74.0
152,69.0
153,59.0
154,52.0
155,51.0
156,62.0
157,57.0
158,51.0
159,42.0
160,38.0
161,40.0
162,40.0
163,53.0
164,51.0
165,43.0
166,37.0
167,35.0
168,36.0
169,35.0
170,40.0
171,32.0
172,31.0
173,29.0
174,26.0
175,73.0
176,80.0
177,81.0
178,84.0
179,84.0
180,72.0
181,84.0
182,80.0
183,74.0
184,69.0
185,75.0
186,76.0
187,66.0
188,61.0
189,62.0
190,46.0
191,58.0
192,52.0
193,53.0
194,44.0
195,39.0
196,34.0
197,41.0
198,44.0
199,61.0
200,47.0
201,47.0
202,45.0
203,39.0
204,36.0
205,42.0
206,32.0
207,31.0
208,29.0
209,27.0
210,73.0
211,76.0
212,79.0
213,83.0
214,87.0
215,72.0
216,85.0
217,86.0
218,87.0
219,75.0
220,78.0
221,72.0
222,68.0
223,67.0
224,59.0
225,47.0
226,43.0
227,42.0
228,45.0
229,36.0
230,32.0
231,36.0
232,42.0
233,51.0
234,53.0
235,50.0
236,48.0
237,49.0
238,52.0
239,43.0
240,36.0
241,35.0
242,28.0
243,28.0
244,27.0
245,71.0
246,75.0
247,80.0
248,88.0
249,92.0
250,79.0
251,83.0
252,89.0
253,89.0
254,82.0
255,87.0
256,83.0
257,72.0
258,73.0
259,66.0
260,53.0
261,49.0
262,49.0
263,49.0
264,44.0
265,45.0
266,44.0
267,52.0
268,59.0
269,46.0
270,46.0
271,51.0
272,49.0
273,49.0
274,46.0
275,42.0
276,38.0
277,35.0
278,30.0
279,26.0
280,63.0
281,73.0
282,77.0
283,87.0
284,91.0
285,77.0
286,84.0
287,82.0
288,82.0
289,81.0
290,86.0
291,81.0
292,90.0
293,100.0
294,85.0
295,82.0
296,75.0
297,55.0
298,53.0
299,48.0
300,53.0
301,49.0
302,51.0
303,47.0
304,50.0
305,52.0
306,40.0
307,41.0
308,44.0
309,39.0
310,39.0
311,45.0
312,41.0
313,34.0
314,26.0
315,56.0
316,68.0
317,73.0
318,77.0
319,78.0
320,74.0
321,83.0
322,80.0
323,76.0
324,77.0
325,73.0
326,90.0
327,105.0
328,107.0
329,94.0
330,86.0
331,77.0
332,72.0
333,60.0
334,59.0
335,56.0
336,51.0
337,47.0
338,45.0
339,50.0
340,49.0
341,46.0
342,41.0
343,44.0
344,39.0
345,43.0
346,42.0
347,41.0
348,39.0
349,30.0
350,47.0
351,61.0
352,69.0
353,78.0
354,68.0
355,67.0
356,69.0
357,66.0
358,83.0
359,82.0
360,107.0
361,136.0
362,135.0
363,131.0
364,118.0
365,93.0
366,81.0
367,71.0
368,73.0
369,54.0
370,55.0
371,48.0
372,52.0
373,51.0
374,51.0
375,55.0
376,49.0
377,46.0
378,45.0
379,46.0
380,40.0
381,40.0
382,36.0
383,34.0
384,25.0
385,60.0
386,64.0
387,56.0
388,57.0
389,53.0
390,54.0
391,61.0
392,71.0
393,75.0
394,104.0
395,120.0
396,137.0
397,129.0
398,128.0
399,125.0
400,112.0
401,86.0
402,78.0
403,77.0
404,55.0
405,54.0
406,54.0
407,63.0
408,59.0
409,58.0
410,59.0
411,60.0
412,48.0
413,46.0
414,43.0
415,43.0
