Grid_Number,police
121,2.0
158,2.0
159,11.0
160,2.0
162,0.0
163,7.0
181,0.0
182,0.0
192,2.0
193,1.0
194,2.0
195,4.0
196,6.0
197,6.0
198,1.0
199,2.0
200,1.0
201,1.0
202,3.0
206,2.0
208,2.0
214,2.0
219,0.0
220,4.0
221,0.0
222,4.0
223,0.0
231,5.0
232,13.0
233,12.0
234,9.0
235,9.0
236,4.0
237,2.0
238,5.0
239,1.0
240,3.0
241,2.0
244,3.0
245,2.0
246,3.0
247,5.0
248,0.0
249,1.0
250,0.0
251,1.0
252,2.0
253,1.0
254,1.0
255,1.0
256,1.0
257,1.0
258,1.0
259,1.0
260,0.0
261,0.0
271,1.0
272,4.0
273,2.0
274,1.0
275,1.0
276,2.0
277,7.0
278,5.0
279,1.0
280,3.0
281,2.0
282,3.0
283,2.0
284,2.0
285,2.0
286,1.0
287,0.0
288,2.0
289,4.0
290,1.0
291,0.0
292,2.0
293,3.0
294,0.0
295,3.0
296,0.0
297,0.0
298,0.0
313,1.0
314,0.0
315,1.0
316,4.0
317,1.0
318,5.0
319,2.0
321,3.0
322,2.0
323,2.0
324,1.0
325,0.0
326,4.0
327,1.0
328,4.0
329,4.0
330,2.0
331,1.0
332,1.0
333,3.0
335,1.0
336,2.0
337,3.0
338,0.0
354,2.0
355,1.0
356,6.0
357,3.0
358,0.0
359,3.0
360,1.0
361,0.0
362,2.0
363,0.0
364,2.0
365,2.0
366,2.0
370,2.0
371,1.0
372,4.0
373,1.0
374,0.0
375,3.0
376,2.0
377,1.0
378,2.0
393,2.0
394,1.0
395,0.0
396,2.0
397,2.0
398,0.0
399,0.0
400,1.0
401,1.0
402,2.0
403,0.0
408,0.0
410,2.0
411,3.0
416,0.0
432,0.0
434,6.0
435,9.0
436,3.0
437,3.0
438,1.0
439,0.0
440,0.0
467,0.0
468,1.0
469,0.0
471,1.0
472,3.0
473,1.0
474,0.0
475,0.0
476,1.0
477,0.0
478,4.0
505,0.0
506,1.0
507,0.0
510,4.0
511,2.0
512,2.0
513,7.0
514,0.0
515,2.0
548,3.0
549,3.0
550,3.0
551,3.0
552,0.0
553,2.0
554,2.0
586,2.0
587,4.0
588,0.0
592,2.0
593,4.0
595,1.0
596,1.0
624,2.0
632,1.0
633,1.0
634,1.0
635,3.0
661,0.0
672,1.0
673,2.0
712,2.0
