Grid_Number,primary_school
121,29.0
158,46.0
159,49.0
160,46.0
162,17.0
163,22.0
181,3.0
182,3.0
192,6.0
193,11.0
194,18.0
195,42.0
196,67.0
197,72.0
198,57.0
199,40.0
200,29.0
201,33.0
202,24.0
206,7.0
208,6.0
214,10.0
219,5.0
220,3.0
221,3.0
222,0.0
223,2.0
231,10.0
232,17.0
233,35.0
234,58.0
235,64.0
236,49.0
237,42.0
238,40.0
239,41.0
240,35.0
241,33.0
244,13.0
245,14.0
246,8.0
247,7.0
248,8.0
249,10.0
250,12.0
251,13.0
252,12.0
253,12.0
254,12.0
255,11.0
256,9.0
257,10.0
258,6.0
259,3.0
260,3.0
261,5.0
271,22.0
272,36.0
273,37.0
274,35.0
275,35.0
276,34.0
277,40.0
278,37.0
279,37.0
280,39.0
281,36.0
282,22.0
283,12.0
284,10.0
285,7.0
286,7.0
287,9.0
288,12.0
289,12.0
290,13.0
291,14.0
292,13.0
293,12.0
294,14.0
295,13.0
296,8.0
297,5.0
298,5.0
313,16.0
314,18.0
315,24.0
316,30.0
317,38.0
318,42.0
319,36.0
321,10.0
322,7.0
323,6.0
324,5.0
325,8.0
326,9.0
327,9.0
328,9.0
329,12.0
330,11.0
331,12.0
332,16.0
333,12.0
335,8.0
336,5.0
337,5.0
338,4.0
354,14.0
355,26.0
356,32.0
357,29.0
358,25.0
359,11.0
360,8.0
361,4.0
362,4.0
363,7.0
364,8.0
365,9.0
366,5.0
370,14.0
371,15.0
372,12.0
373,6.0
374,6.0
375,4.0
376,3.0
377,3.0
378,3.0
393,8.0
394,21.0
395,20.0
396,17.0
397,10.0
398,8.0
399,7.0
400,7.0
401,9.0
402,8.0
403,7.0
408,9.0
410,7.0
411,5.0
416,0.0
432,7.0
434,10.0
435,10.0
436,8.0
437,6.0
438,7.0
439,10.0
440,8.0
467,2.0
468,3.0
469,4.0
471,5.0
472,6.0
473,8.0
474,8.0
475,7.0
476,8.0
477,9.0
478,7.0
505,0.0
506,2.0
507,4.0
510,7.0
511,7.0
512,6.0
513,6.0
514,10.0
515,8.0
548,9.0
549,10.0
550,5.0
551,6.0
552,5.0
553,6.0
554,8.0
586,8.0
587,7.0
588,5.0
592,7.0
593,8.0
595,7.0
596,6.0
624,6.0
632,7.0
633,6.0
634,7.0
635,5.0
661,2.0
672,5.0
673,6.0
712,8.0
