Grid_Number,train_station
121,1.0
158,2.0
159,3.0
160,2.0
162,1.0
163,1.0
181,0.0
182,0.0
192,1.0
193,1.0
194,2.0
195,2.0
196,2.0
197,2.0
198,2.0
199,2.0
200,2.0
201,1.0
202,1.0
206,1.0
208,1.0
214,1.0
219,1.0
220,0.0
221,0.0
222,0.0
223,0.0
231,1.0
232,2.0
233,2.0
234,3.0
235,3.0
236,2.0
237,2.0
238,3.0
239,3.0
240,2.0
241,1.0
244,2.0
245,3.0
246,2.0
247,1.0
248,1.0
249,1.0
250,1.0
251,1.0
252,1.0
253,1.0
254,1.0
255,1.0
256,1.0
257,1.0
258,1.0
259,1.0
260,0.0
261,1.0
271,1.0
272,2.0
273,3.0
274,2.0
275,2.0
276,1.0
277,1.0
278,3.0
279,4.0
280,3.0
281,2.0
282,2.0
283,3.0
284,3.0
285,3.0
286,2.0
287,2.0
288,2.0
289,2.0
290,2.0
291,1.0
292,1.0
293,2.0
294,1.0
295,2.0
296,1.0
297,2.0
298,1.0
313,1.0
314,2.0
315,2.0
316,2.0
317,4.0
318,2.0
319,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.0
328,0.0
329,1.0
330,1.0
331,0.0
332,1.0
333,2.0
335,2.0
336,1.0
337,2.0
338,2.0
354,2.0
355,2.0
356,2.0
357,3.0
358,2.0
359,1.0
360,1.0
361,1.0
362,1.0
363,0.0
364,1.0
365,0.0
366,1.0
370,0.0
371,1.0
372,1.0
373,1.0
374,1.0
375,1.0
376,1.0
377,0.0
378,1.0
393,1.0
394,2.0
395,2.0
396,2.0
397,2.0
398,2.0
399,1.0
400,1.0
401,0.0
402,0.0
403,0.0
408,0.0
410,0.0
411,1.0
416,0.0
432,1.0
434,1.0
435,3.0
436,2.0
437,1.0
438,1.0
439,0.0
440,0.0
467,0.0
468,0.0
469,0.0
471,1.0
472,1.0
473,4.0
474,4.0
475,3.0
476,1.0
477,1.0
478,0.0
505,0.0
506,0.0
507,0.0
510,1.0
511,2.0
512,1.0
513,2.0
514,1.0
515,1.0
548,2.0
549,1.0
550,1.0
551,2.0
552,1.0
553,1.0
554,1.0
586,1.0
587,1.0
588,0.0
592,2.0
593,2.0
595,1.0
596,1.0
624,2.0
632,1.0
633,2.0
634,1.0
635,1.0
661,1.0
672,2.0
673,1.0
712,0.0
