Grid_Number,local_government_office
121,60.0
158,85.0
159,88.0
160,75.0
162,41.0
163,47.0
181,22.0
182,24.0
192,55.0
193,103.0
194,130.0
195,161.0
196,129.0
197,136.0
198,93.0
199,78.0
200,59.0
201,73.0
202,71.0
206,27.0
208,29.0
214,57.0
219,46.0
220,58.0
221,54.0
222,47.0
223,35.0
231,109.0
232,138.0
233,152.0
234,127.0
235,117.0
236,89.0
237,70.0
238,65.0
239,107.0
240,89.0
241,64.0
244,66.0
245,65.0
246,50.0
247,51.0
248,45.0
249,57.0
250,74.0
251,91.0
252,80.0
253,65.0
254,47.0
255,42.0
256,54.0
257,67.0
258,79.0
259,72.0
260,62.0
261,55.0
271,113.0
272,76.0
273,75.0
274,40.0
275,45.0
276,55.0
277,87.0
278,83.0
279,75.0
280,58.0
281,84.0
282,81.0
283,87.0
284,64.0
285,53.0
286,55.0
287,78.0
288,90.0
289,97.0
290,95.0
291,69.0
292,59.0
293,56.0
294,78.0
295,75.0
296,83.0
297,71.0
298,71.0
313,23.0
314,36.0
315,53.0
316,72.0
317,86.0
318,65.0
319,86.0
321,85.0
322,66.0
323,47.0
324,48.0
325,81.0
326,111.0
327,112.0
328,74.0
329,52.0
330,44.0
331,55.0
332,65.0
333,71.0
335,67.0
336,67.0
337,67.0
338,68.0
354,35.0
355,49.0
356,53.0
357,58.0
358,70.0
359,77.0
360,52.0
361,37.0
362,37.0
363,57.0
364,91.0
365,90.0
366,46.0
370,47.0
371,52.0
372,55.0
373,55.0
374,57.0
375,58.0
376,53.0
377,53.0
378,42.0
393,31.0
394,37.0
395,40.0
396,48.0
397,54.0
398,53.0
399,48.0
400,57.0
401,85.0
402,83.0
403,70.0
408,24.0
410,34.0
411,35.0
416,28.0
432,37.0
434,57.0
435,67.0
436,61.0
437,65.0
438,66.0
439,80.0
440,76.0
467,1.0
468,5.0
469,15.0
471,46.0
472,55.0
473,55.0
474,67.0
475,70.0
476,80.0
477,79.0
478,59.0
505,1.0
506,1.0
507,13.0
510,60.0
511,59.0
512,70.0
513,68.0
514,87.0
515,68.0
548,51.0
549,55.0
550,54.0
551,58.0
552,67.0
553,52.0
554,49.0
586,35.0
587,33.0
588,32.0
592,48.0
593,47.0
595,37.0
596,37.0
624,19.0
632,48.0
633,41.0
634,46.0
635,30.0
661,12.0
672,43.0
673,45.0
712,61.0
