Grid_Number,supermarket
121,5.0
158,13.0
159,16.0
160,14.0
162,7.0
163,7.0
181,8.0
182,8.0
192,7.0
193,2.0
194,3.0
195,7.0
196,41.0
197,26.0
198,10.0
199,4.0
200,7.0
201,7.0
202,11.0
206,7.0
208,7.0
214,10.0
219,4.0
220,9.0
221,7.0
222,15.0
223,9.0
231,3.0
232,7.0
233,28.0
234,53.0
235,10.0
236,9.0
237,8.0
238,13.0
239,4.0
240,16.0
241,12.0
244,16.0
245,13.0
246,10.0
247,14.0
248,5.0
249,4.0
250,7.0
251,17.0
252,15.0
253,24.0
254,21.0
255,20.0
256,9.0
257,10.0
258,7.0
259,16.0
260,16.0
261,8.0
271,2.0
272,9.0
273,8.0
274,10.0
275,5.0
276,11.0
277,11.0
278,16.0
279,22.0
280,11.0
281,14.0
282,7.0
283,8.0
284,10.0
285,13.0
286,12.0
287,11.0
288,17.0
289,16.0
290,11.0
291,14.0
292,15.0
293,21.0
294,21.0
295,20.0
296,5.0
297,14.0
298,11.0
313,1.0
314,7.0
315,7.0
316,7.0
317,7.0
318,10.0
319,19.0
321,7.0
322,7.0
323,4.0
324,6.0
325,7.0
326,13.0
327,11.0
328,11.0
329,4.0
330,8.0
331,13.0
332,13.0
333,20.0
335,9.0
336,12.0
337,11.0
338,8.0
354,10.0
355,12.0
356,12.0
357,11.0
358,6.0
359,5.0
360,7.0
361,5.0
362,4.0
363,9.0
364,11.0
365,14.0
366,11.0
370,24.0
371,23.0
372,18.0
373,12.0
374,15.0
375,8.0
376,14.0
377,21.0
378,11.0
393,11.0
394,8.0
395,4.0
396,6.0
397,13.0
398,18.0
399,5.0
400,3.0
401,4.0
402,15.0
403,8.0
408,12.0
410,10.0
411,13.0
416,8.0
432,2.0
434,10.0
435,8.0
436,14.0
437,14.0
438,10.0
439,10.0
440,22.0
467,0.0
468,1.0
469,2.0
471,7.0
472,10.0
473,11.0
474,10.0
475,13.0
476,21.0
477,19.0
478,13.0
505,1.0
506,1.0
507,4.0
510,11.0
511,8.0
512,15.0
513,15.0
514,27.0
515,7.0
548,16.0
549,15.0
550,8.0
551,6.0
552,17.0
553,13.0
554,14.0
586,9.0
587,14.0
588,2.0
592,10.0
593,8.0
595,7.0
596,3.0
624,8.0
632,8.0
633,10.0
634,10.0
635,5.0
661,3.0
672,3.0
673,5.0
712,14.0
