Grid_Number,bus_station
121,1.0
158,6.0
159,7.0
160,0.0
162,0.0
163,1.0
181,0.0
182,0.0
192,2.0
193,2.0
194,3.0
195,4.0
196,4.0
197,7.0
198,4.0
199,3.0
200,2.0
201,1.0
202,0.0
206,0.0
208,0.0
214,6.0
219,0.0
220,2.0
221,0.0
222,2.0
223,2.0
231,2.0
232,1.0
233,0.0
234,0.0
235,1.0
236,4.0
237,0.0
238,2.0
239,6.0
240,1.0
241,0.0
244,5.0
245,1.0
246,3.0
247,5.0
248,2.0
249,0.0
250,0.0
251,0.0
252,0.0
253,2.0
254,1.0
255,1.0
256,0.0
257,1.0
258,1.0
259,0.0
260,0.0
261,1.0
271,0.0
272,0.0
273,2.0
274,2.0
275,2.0
276,1.0
277,0.0
278,8.0
279,2.0
280,2.0
281,1.0
282,5.0
283,0.0
284,1.0
285,6.0
286,2.0
287,3.0
288,4.0
289,0.0
290,1.0
291,0.0
292,1.0
293,2.0
294,1.0
295,7.0
296,0.0
297,1.0
298,0.0
313,0.0
314,4.0
315,2.0
316,3.0
317,2.0
318,1.0
319,2.0
321,1.0
322,0.0
323,1.0
324,3.0
325,0.0
326,4.0
327,3.0
328,3.0
329,2.0
330,4.0
331,4.0
332,2.0
333,3.0
335,4.0
336,1.0
337,6.0
338,4.0
354,0.0
355,2.0
356,4.0
357,7.0
358,0.0
359,11.0
360,5.0
361,0.0
362,0.0
363,1.0
364,9.0
365,0.0
366,2.0
370,3.0
371,1.0
372,1.0
373,3.0
374,2.0
375,2.0
376,4.0
377,2.0
378,0.0
393,1.0
394,8.0
395,1.0
396,0.0
397,1.0
398,4.0
399,0.0
400,1.0
401,9.0
402,5.0
403,4.0
408,0.0
410,0.0
411,0.0
416,3.0
432,0.0
434,2.0
435,2.0
436,0.0
437,1.0
438,0.0
439,1.0
440,4.0
467,0.0
468,1.0
469,0.0
471,1.0
472,0.0
473,1.0
474,1.0
475,2.0
476,0.0
477,0.0
478,0.0
505,0.0
506,0.0
507,0.0
510,2.0
511,2.0
512,0.0
513,5.0
514,1.0
515,1.0
548,4.0
549,1.0
550,0.0
551,2.0
552,0.0
553,1.0
554,7.0
586,2.0
587,1.0
588,0.0
592,2.0
593,0.0
595,0.0
596,1.0
624,2.0
632,0.0
633,2.0
634,2.0
635,2.0
661,0.0
672,2.0
673,0.0
712,5.0
