Grid_Number,police
121,0.30861977054808964
158,0.2322472752498894
159,0.4402106232146347
160,0.5078869124557891
162,0.7641700285704109
163,0.1475863160936961
181,1.0621437226139208
182,0.5607777609781379
192,0.4682921531987796
193,0.2941783222244581
194,0.2476246232187079
195,0.3505655691001973
196,0.15550246175111432
197,0.22315458662387666
198,0.20316897940340173
199,0.4814665276567898
200,0.500944577801738
201,0.6394534398764368
202,0.21756168220449235
206,0.185399301835406
208,0.4899234907313008
214,0.4922795884729096
219,0.7986339977323931
220,0.34606823428063155
221,0.734010840200719
222,0.4426511618872843
223,0.7218170772144205
231,0.18530623229482596
232,0.08167549629415266
233,0.10730821623688416
234,0.13898620246754148
235,0.3594658913325445
236,0.1861191034872952
237,0.15975766983610848
238,0.3572240154168255
239,0.4666820180638502
240,0.03978001246365248
241,0.125600200119606
244,0.3148666617624944
245,0.3470578893945749
246,0.13958405192676107
247,0.08499659429764418
248,0.8096456005534257
249,0.316458038141492
250,0.7882128280915055
251,0.5056328793187265
252,0.288342678891114
253,0.44899471077046427
254,0.5841384973919402
255,0.06769971940680572
256,0.15680419662081918
257,0.4435089362760185
258,0.407096487526389
259,0.24889250869132065
260,0.8522513408936139
261,0.9295279304597932
271,0.552499693125073
272,0.31057844839705584
273,0.4111215740555319
274,0.5429388501552321
275,0.4257152695924937
276,0.2629100342964067
277,0.16266182833676412
278,0.2757892821873925
279,0.4626870934136628
280,0.1336867785183292
281,0.4605914794475022
282,0.10398579096309214
283,0.114209853771498
284,0.2902359636736789
285,0.559885022815913
286,0.6618900061342278
287,1.2434240357145192
288,0.13295318585243246
289,0.3932449722443438
290,0.4772352921619344
291,0.7111524445958193
292,0.26749391220864105
293,0.4480966638821936
294,0.915626105494728
295,0.17419912453696515
296,0.7339835042802633
297,0.6086723334935108
298,0.8892388276301616
313,0.5055820910337304
314,0.6444636964702473
315,0.08459335189551141
316,0.2131325760043972
317,0.4715443744159475
318,0.20386374920340428
319,0.3239668221258191
321,0.4598205661695714
322,0.18555329312544036
323,0.0646557415814175
324,0.12767893420176946
325,0.6985773422617811
326,0.18730585826166715
327,0.4053682122216868
328,0.29564595039339275
329,0.2849891850829489
330,0.31200412301858105
331,0.3977807527807559
332,0.489017216869381
333,0.3244245407062866
335,0.4817465436542038
336,0.5442908821723578
337,0.5111608600118315
338,0.6199471002835921
354,0.14179865957287074
355,0.5329001319174237
356,0.20719600940220995
357,0.09139103864627476
358,0.8359119501323918
359,0.4965412538146834
360,0.5198024338186626
361,0.6743268890322623
362,0.1444451818346664
363,0.6749197420434677
364,0.3140242155601882
365,0.5356110278574975
366,0.4701872592117918
370,0.2992951001046703
371,0.16193077445640125
372,0.09396428501823714
373,0.1953989062793574
374,0.6391317082683767
375,0.522568065878949
376,0.2486093636864983
377,0.22228098673553412
378,0.2306208419318536
393,0.19643478761121286
394,0.2191692771043192
395,1.1371729498087613
396,0.13262377938084835
397,0.23348258649499576
398,0.8018331516509279
399,0.6353978277079697
400,0.7369935259504199
401,0.5235094524831256
402,0.358053303514433
403,0.5948679248972413
408,0.7552760853177596
410,0.3107497797353378
411,0.2381351234548635
416,1.0977351704875595
432,1.067877752957426
434,0.18605331387792665
435,0.05369485619469229
436,0.2958215102325294
437,0.4181687572756913
438,0.1895151909176089
439,0.7603234185998421
440,0.725112049949055
467,1.4598579384438763
468,0.387649061437373
469,0.8013867547892041
471,0.12154746192071755
472,0.048422345215592494
473,0.4313493327390624
474,1.0615908496237791
475,0.5959091853155669
476,0.21905239636337512
477,0.5850816976648492
478,0.5383965023363093
505,1.6328570460943208
506,0.6137899387561535
507,0.7133252205242585
510,0.009424353048948243
511,0.2998632036087237
512,0.5298218530477425
513,0.21949590872966573
514,0.5981052990546212
515,0.4493388079812128
548,0.4816835630622562
549,0.25766206719343343
550,0.3527303074335721
551,0.2809164450304504
552,0.6136862880257155
553,0.5689072853905167
554,0.12372048594632933
586,0.2541152099936429
587,0.39665418731486
588,0.8184508519110214
592,0.1282161739383879
593,0.008984707135568277
595,0.493525373716622
596,0.431224188787282
624,0.02878879127126068
632,0.371286141401927
633,0.3346284614866436
634,0.4319900571104868
635,0.2655851404127693
661,0.7628001004187003
672,0.4572838572040701
673,0.40036921418875976
712,0.4189261529380151
