Grid_Number,local_government_office
121,2.0
158,9.0
159,13.0
160,18.0
162,5.0
163,6.0
181,3.0
182,0.0
192,2.0
193,33.0
194,10.0
195,12.0
196,12.0
197,13.0
198,9.0
199,4.0
200,4.0
201,9.0
202,11.0
206,3.0
208,5.0
214,6.0
219,0.0
220,7.0
221,4.0
222,5.0
223,3.0
231,5.0
232,47.0
233,11.0
234,31.0
235,11.0
236,7.0
237,6.0
238,10.0
239,4.0
240,10.0
241,7.0
244,11.0
245,4.0
246,7.0
247,7.0
248,2.0
249,8.0
250,8.0
251,6.0
252,10.0
253,14.0
254,5.0
255,4.0
256,5.0
257,14.0
258,5.0
259,12.0
260,8.0
261,4.0
271,0.0
272,7.0
273,4.0
274,5.0
275,2.0
276,11.0
277,6.0
278,17.0
279,10.0
280,6.0
281,3.0
282,14.0
283,7.0
284,4.0
285,8.0
286,6.0
287,6.0
288,19.0
289,11.0
290,7.0
291,5.0
292,4.0
293,5.0
294,5.0
295,10.0
296,10.0
297,5.0
298,3.0
313,0.0
314,2.0
315,6.0
316,7.0
317,4.0
318,7.0
319,7.0
321,9.0
322,4.0
323,4.0
324,3.0
325,5.0
326,11.0
327,5.0
328,10.0
329,2.0
330,5.0
331,10.0
332,9.0
333,11.0
335,6.0
336,8.0
337,11.0
338,11.0
354,2.0
355,8.0
356,9.0
357,5.0
358,2.0
359,8.0
360,6.0
361,0.0
362,0.0
363,5.0
364,12.0
365,10.0
366,8.0
370,5.0
371,2.0
372,6.0
373,7.0
374,5.0
375,1.0
376,7.0
377,7.0
378,8.0
393,3.0
394,4.0
395,3.0
396,2.0
397,7.0
398,13.0
399,0.0
400,0.0
401,2.0
402,14.0
403,3.0
408,1.0
410,6.0
411,5.0
416,6.0
432,1.0
434,6.0
435,5.0
436,3.0
437,6.0
438,19.0
439,13.0
440,10.0
467,0.0
468,0.0
469,0.0
471,9.0
472,5.0
473,9.0
474,1.0
475,7.0
476,6.0
477,2.0
478,5.0
505,0.0
506,0.0
507,0.0
510,3.0
511,8.0
512,7.0
513,12.0
514,7.0
515,1.0
548,6.0
549,3.0
550,2.0
551,10.0
552,11.0
553,4.0
554,5.0
586,8.0
587,5.0
588,0.0
592,5.0
593,5.0
595,7.0
596,1.0
624,2.0
632,2.0
633,18.0
634,5.0
635,3.0
661,0.0
672,3.0
673,2.0
712,12.0
