Grid_Number,local_government_office
1097,35.0
1098,44.0
1099,44.0
1103,19.0
1157,44.0
1158,47.0
1159,42.0
1161,24.0
1210,30.0
1211,38.0
1212,46.0
1213,49.0
1214,43.0
1215,47.0
1216,48.0
1217,50.0
1219,27.0
1269,42.0
1270,52.0
1271,61.0
1272,70.0
1273,75.0
1274,64.0
1275,66.0
1276,51.0
1277,38.0
1325,37.0
1326,41.0
1327,52.0
1328,50.0
1329,54.0
1330,70.0
1331,76.0
1332,94.0
1333,92.0
1334,72.0
1335,53.0
1336,45.0
1383,26.0
1384,50.0
1385,59.0
1386,74.0
1387,61.0
1388,68.0
1389,77.0
1390,85.0
1391,98.0
1392,105.0
1393,88.0
1394,58.0
1395,44.0
1440,20.0
1441,30.0
1442,40.0
1443,58.0
1444,69.0
1445,83.0
1446,88.0
1447,80.0
1448,84.0
1449,121.0
1450,129.0
1451,113.0
1500,37.0
1501,54.0
1502,80.0
1504,99.0
1506,116.0
1507,125.0
1508,133.0
1509,144.0
1510,110.0
1559,42.0
1560,59.0
1565,133.0
1566,128.0
1619,61.0
1620,83.0
1621,92.0
1623,91.0
1624,97.0
1625,134.0
1631,43.0
1632,39.0
1676,33.0
1678,59.0
1679,86.0
1680,90.0
1681,88.0
1682,78.0
1686,127.0
1689,48.0
1690,39.0
1691,42.0
1736,46.0
1738,80.0
1739,97.0
1742,49.0
1748,53.0
1749,48.0
1750,34.0
1794,43.0
1795,43.0
1796,54.0
1797,71.0
1800,60.0
1803,72.0
1806,47.0
1807,59.0
1808,54.0
1809,40.0
1810,22.0
1842,8.0
1854,42.0
1855,56.0
1856,58.0
1865,40.0
1866,60.0
1867,55.0
1868,35.0
1901,8.0
1913,35.0
1914,47.0
1984,44.0
2037,17.0
2041,26.0
2043,40.0
2093,21.0
2097,17.0
2098,15.0
2099,23.0
2100,27.0
2101,41.0
2102,41.0
2152,21.0
2159,30.0
2212,15.0
2213,33.0
2214,34.0
2216,26.0
2217,18.0
2218,26.0
2219,28.0
2273,39.0
2275,27.0
2277,23.0
2278,33.0
2279,27.0
2393,21.0
