Grid_Number,supermarket
1097,4.0
1098,10.0
1099,3.0
1103,3.0
1157,2.0
1158,6.0
1159,4.0
1161,11.0
1210,3.0
1211,11.0
1212,14.0
1213,5.0
1214,8.0
1215,4.0
1216,3.0
1217,4.0
1219,6.0
1269,3.0
1270,9.0
1271,11.0
1272,8.0
1273,10.0
1274,4.0
1275,10.0
1276,4.0
1277,4.0
1325,6.0
1326,6.0
1327,4.0
1328,4.0
1329,7.0
1330,7.0
1331,8.0
1332,8.0
1333,6.0
1334,7.0
1335,13.0
1336,18.0
1383,4.0
1384,9.0
1385,7.0
1386,7.0
1387,12.0
1388,8.0
1389,4.0
1390,8.0
1391,9.0
1392,8.0
1393,6.0
1394,8.0
1395,5.0
1440,4.0
1441,3.0
1442,5.0
1443,4.0
1444,9.0
1445,8.0
1446,5.0
1447,6.0
1448,7.0
1449,3.0
1450,4.0
1451,5.0
1500,8.0
1501,3.0
1502,7.0
1504,3.0
1506,6.0
1507,31.0
1508,14.0
1509,4.0
1510,8.0
1559,11.0
1560,15.0
1565,7.0
1566,11.0
1619,5.0
1620,6.0
1621,4.0
1623,5.0
1624,0.0
1625,5.0
1631,16.0
1632,4.0
1676,7.0
1678,16.0
1679,8.0
1680,4.0
1681,6.0
1682,6.0
1686,15.0
1689,7.0
1690,3.0
1691,7.0
1736,7.0
1738,10.0
1739,12.0
1742,5.0
1748,9.0
1749,8.0
1750,4.0
1794,7.0
1795,12.0
1796,7.0
1797,2.0
1800,9.0
1803,8.0
1806,4.0
1807,4.0
1808,3.0
1809,4.0
1810,1.0
1842,0.0
1854,8.0
1855,16.0
1856,14.0
1865,4.0
1866,8.0
1867,8.0
1868,6.0
1901,3.0
1913,4.0
1914,10.0
1984,6.0
2037,3.0
2041,11.0
2043,5.0
2093,6.0
2097,8.0
2098,11.0
2099,10.0
2100,8.0
2101,1.0
2102,7.0
2152,0.0
2159,3.0
2212,3.0
2213,1.0
2214,5.0
2216,7.0
2217,2.0
2218,9.0
2219,2.0
2273,14.0
2275,4.0
2277,2.0
2278,4.0
2279,9.0
2393,0.0
