Grid_Number,police
1097,5.0
1098,5.0
1099,4.0
1103,6.0
1157,5.0
1158,4.0
1159,5.0
1161,6.0
1210,5.0
1211,4.0
1212,4.0
1213,9.0
1214,9.0
1215,8.0
1216,5.0
1217,7.0
1219,3.0
1269,7.0
1270,7.0
1271,10.0
1272,11.0
1273,11.0
1274,10.0
1275,7.0
1276,8.0
1277,8.0
1325,3.0
1326,4.0
1327,8.0
1328,8.0
1329,13.0
1330,17.0
1331,13.0
1332,13.0
1333,11.0
1334,9.0
1335,13.0
1336,10.0
1383,4.0
1384,5.0
1385,8.0
1386,11.0
1387,15.0
1388,20.0
1389,24.0
1390,23.0
1391,13.0
1392,10.0
1393,10.0
1394,14.0
1395,9.0
1440,2.0
1441,3.0
1442,3.0
1443,7.0
1444,9.0
1445,17.0
1446,27.0
1447,27.0
1448,34.0
1449,34.0
1450,25.0
1451,12.0
1500,4.0
1501,4.0
1502,9.0
1504,19.0
1506,28.0
1507,40.0
1508,48.0
1509,34.0
1510,19.0
1559,3.0
1560,6.0
1565,28.0
1566,36.0
1619,7.0
1620,11.0
1621,14.0
1623,21.0
1624,20.0
1625,34.0
1631,7.0
1632,8.0
1676,2.0
1678,8.0
1679,11.0
1680,24.0
1681,25.0
1682,23.0
1686,44.0
1689,4.0
1690,4.0
1691,8.0
1736,4.0
1738,16.0
1739,28.0
1742,29.0
1748,5.0
1749,4.0
1750,3.0
1794,4.0
1795,6.0
1796,13.0
1797,14.0
1800,17.0
1803,19.0
1806,3.0
1807,5.0
1808,5.0
1809,4.0
1810,3.0
1842,0.0
1854,5.0
1855,10.0
1856,15.0
1865,5.0
1866,4.0
1867,6.0
1868,5.0
1901,0.0
1913,4.0
1914,7.0
1984,5.0
2037,6.0
2041,9.0
2043,3.0
2093,3.0
2097,6.0
2098,5.0
2099,7.0
2100,11.0
2101,6.0
2102,4.0
2152,2.0
2159,10.0
2212,3.0
2213,0.0
2214,4.0
2216,2.0
2217,3.0
2218,7.0
2219,7.0
2273,3.0
2275,1.0
2277,4.0
2278,5.0
2279,4.0
2393,2.0
