Grid_Number,school
1097,123.0
1098,134.0
1099,138.0
1103,171.0
1157,118.0
1158,111.0
1159,130.0
1161,134.0
1210,110.0
1211,120.0
1212,149.0
1213,120.0
1214,99.0
1215,112.0
1216,114.0
1217,115.0
1219,107.0
1269,149.0
1270,127.0
1271,127.0
1272,115.0
1273,100.0
1274,121.0
1275,132.0
1276,119.0
1277,102.0
1325,123.0
1326,150.0
1327,133.0
1328,131.0
1329,132.0
1330,101.0
1331,101.0
1332,119.0
1333,134.0
1334,130.0
1335,122.0
1336,115.0
1383,108.0
1384,111.0
1385,140.0
1386,139.0
1387,114.0
1388,106.0
1389,107.0
1390,107.0
1391,106.0
1392,147.0
1393,130.0
1394,120.0
1395,104.0
1440,143.0
1441,105.0
1442,109.0
1443,116.0
1444,124.0
1445,117.0
1446,119.0
1447,112.0
1448,94.0
1449,100.0
1450,113.0
1451,138.0
1500,108.0
1501,116.0
1502,129.0
1504,118.0
1506,109.0
1507,101.0
1508,93.0
1509,116.0
1510,121.0
1559,128.0
1560,139.0
1565,102.0
1566,110.0
1619,142.0
1620,146.0
1621,145.0
1623,110.0
1624,126.0
1625,100.0
1631,126.0
1632,109.0
1676,113.0
1678,126.0
1679,121.0
1680,117.0
1681,129.0
1682,122.0
1686,129.0
1689,139.0
1690,146.0
1691,132.0
1736,104.0
1738,102.0
1739,126.0
1742,117.0
1748,132.0
1749,130.0
1750,103.0
1794,139.0
1795,95.0
1796,116.0
1797,113.0
1800,128.0
1803,105.0
1806,136.0
1807,148.0
1808,118.0
1809,125.0
1810,113.0
1842,45.0
1854,121.0
1855,128.0
1856,153.0
1865,116.0
1866,133.0
1867,125.0
1868,132.0
1901,45.0
1913,108.0
1914,141.0
1984,122.0
2037,107.0
2041,109.0
2043,125.0
2093,114.0
2097,118.0
2098,134.0
2099,117.0
2100,119.0
2101,108.0
2102,122.0
2152,126.0
2159,111.0
2212,114.0
2213,151.0
2214,143.0
2216,115.0
2217,106.0
2218,104.0
2219,101.0
2273,159.0
2275,107.0
2277,125.0
2278,127.0
2279,132.0
2393,117.0
