Grid_Number,train_station
1097,0.0
1098,0.0
1099,0.0
1103,1.0
1157,0.0
1158,0.0
1159,0.0
1161,0.0
1210,2.0
1211,1.0
1212,1.0
1213,1.0
1214,1.0
1215,0.0
1216,0.0
1217,0.0
1219,0.0
1269,1.0
1270,2.0
1271,2.0
1272,2.0
1273,1.0
1274,1.0
1275,0.0
1276,1.0
1277,1.0
1325,0.0
1326,0.0
1327,0.0
1328,1.0
1329,0.0
1330,1.0
1331,1.0
1332,1.0
1333,0.0
1334,1.0
1335,1.0
1336,3.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,1.0
1388,1.0
1389,1.0
1390,1.0
1391,1.0
1392,1.0
1393,1.0
1394,2.0
1395,3.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,1.0
1445,1.0
1446,1.0
1447,1.0
1448,1.0
1449,0.0
1450,1.0
1451,2.0
1500,0.0
1501,0.0
1502,1.0
1504,1.0
1506,0.0
1507,1.0
1508,0.0
1509,1.0
1510,1.0
1559,0.0
1560,1.0
1565,1.0
1566,0.0
1619,0.0
1620,1.0
1621,1.0
1623,1.0
1624,0.0
1625,1.0
1631,0.0
1632,1.0
1676,0.0
1678,0.0
1679,0.0
1680,1.0
1681,0.0
1682,0.0
1686,1.0
1689,1.0
1690,1.0
1691,0.0
1736,0.0
1738,0.0
1739,0.0
1742,0.0
1748,1.0
1749,1.0
1750,1.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1800,0.0
1803,0.0
1806,2.0
1807,1.0
1808,2.0
1809,0.0
1810,1.0
1842,0.0
1854,0.0
1855,0.0
1856,0.0
1865,2.0
1866,1.0
1867,1.0
1868,1.0
1901,0.0
1913,0.0
1914,0.0
1984,1.0
2037,0.0
2041,2.0
2043,2.0
2093,0.0
2097,0.0
2098,0.0
2099,1.0
2100,2.0
2101,2.0
2102,1.0
2152,0.0
2159,1.0
2212,1.0
2213,1.0
2214,0.0
2216,0.0
2217,0.0
2218,1.0
2219,1.0
2273,1.0
2275,0.0
2277,1.0
2278,1.0
2279,0.0
2393,1.0
