Grid_Number,school
1097,0.15633167328238048
1098,0.18725848129230768
1099,0.295146987788985
1103,0.23494821358019854
1157,0.33077252281352626
1158,0.22846856179019706
1159,0.40074203037465506
1161,0.23303526050840434
1210,0.3406804061733354
1211,0.19636543782745414
1212,0.07179718960627661
1213,0.2652341400016004
1214,0.09596316804475526
1215,0.4726477662280501
1216,0.07202742377632937
1217,0.10732234785797827
1219,0.10962758616019276
1269,0.1705280090460007
1270,0.1628315347194602
1271,0.3091745317880171
1272,0.3192879096847853
1273,0.047167088685895066
1274,0.17543816991090885
1275,0.1061384857866285
1276,0.07293580364582028
1277,0.1805246174916536
1325,0.11571495283541967
1326,0.10706246775691404
1327,0.16863798467842062
1328,0.1298900337797
1329,0.012478401640568076
1330,0.1622411197411369
1331,0.33070333104067323
1332,0.0974846788985675
1333,0.23049812121160804
1334,0.2810008531500736
1335,0.09453823051794066
1336,0.19252810012764196
1383,0.30496225855334386
1384,0.12950287822766895
1385,0.2122172679114848
1386,0.2466467591763535
1387,0.22059768704965405
1388,0.04939652190935076
1389,0.07004616425135121
1390,0.28865823938915364
1391,0.15117649708424366
1392,0.10764099317395356
1393,0.11564068667518368
1394,0.3785060746718192
1395,0.1718061276048402
1440,0.3381426007908597
1441,0.15733749785936155
1442,0.24912023314955675
1443,0.3393364762099774
1444,0.15894844647286208
1445,0.2779796027554691
1446,0.13388717924511287
1447,0.2669709946681956
1448,0.4743967568662912
1449,0.09843349848248284
1450,0.18500762288104156
1451,0.18208666108714028
1500,0.2581528703288462
1501,0.3210780194015084
1502,0.4070572432358559
1504,0.3216327130441831
1506,0.13150020344552507
1507,0.39744383345389067
1508,0.04772086197264019
1509,0.1739161770421742
1510,0.2299087013543507
1559,0.23941934595690775
1560,0.072640434877033
1565,0.2774415110012332
1566,0.2500707408995764
1619,0.10401573119874158
1620,0.15126920469556493
1621,0.1303375664101051
1623,0.15864940370408798
1624,0.18185361351878596
1625,0.2886806172489715
1631,0.0602945908190558
1632,0.09046767085809544
1676,0.11567567861410175
1678,0.08116642141041477
1679,0.10383593897529604
1680,0.05573868229182959
1681,0.059898014892189475
1682,0.2173978157311046
1686,0.2770787328023129
1689,0.15273484275910018
1690,0.1650368889637623
1691,0.09083559772412186
1736,0.2501596630951832
1738,0.17437319686558647
1739,0.2865195516847037
1742,0.2032817537354037
1748,0.09585503946655484
1749,0.15032026412132535
1750,0.1169421246487931
1794,0.3735284195827785
1795,0.32316133573467737
1796,0.17662319854166214
1797,0.21860469379069128
1800,0.08546742623832121
1803,0.030903824220956267
1806,0.09668249749566278
1807,0.15646963220774834
1808,0.13160647269420098
1809,0.3123884250071841
1810,0.249227203574485
1842,0.7615339858319639
1854,0.0639747296268115
1855,0.14188861776279535
1856,0.027465036816288046
1865,0.26530967388755866
1866,0.041091830985924616
1867,0.12042386211764465
1868,0.2513242692518179
1901,0.4197878629305241
1913,0.497594351962033
1914,0.33026310441158097
1984,0.18888211912241826
2037,0.35615672165687395
2041,0.06857939889344744
2043,0.12261460287476528
2093,0.059067896972797365
2097,0.22116755326272294
2098,0.12438726123004805
2099,0.04098238940628541
2100,0.3077230275621751
2101,0.02869766371660348
2102,0.23272569152989445
2152,0.2693123738722236
2159,0.1578081216593388
2212,0.1330910659790232
2213,0.4515496609342346
2214,0.02298388595343869
2216,0.33516832177340544
2217,0.3356266654213718
2218,0.22410336280800028
2219,0.08540016520691845
2273,0.1728998711569552
2275,0.2332482440048485
2277,0.17374666415704
2278,0.17193915586710695
2279,0.3388048890893225
2393,0.15603058705376793
