Grid_Number,school
1097,17.0
1098,15.0
1099,6.0
1103,16.0
1157,12.0
1158,16.0
1159,5.0
1161,20.0
1210,7.0
1211,23.0
1212,17.0
1213,4.0
1214,8.0
1215,3.0
1216,10.0
1217,9.0
1219,20.0
1269,6.0
1270,11.0
1271,13.0
1272,12.0
1273,9.0
1274,17.0
1275,13.0
1276,16.0
1277,15.0
1325,9.0
1326,12.0
1327,22.0
1328,17.0
1329,5.0
1330,11.0
1331,12.0
1332,11.0
1333,15.0
1334,19.0
1335,10.0
1336,5.0
1383,5.0
1384,23.0
1385,10.0
1386,13.0
1387,12.0
1388,9.0
1389,5.0
1390,7.0
1391,13.0
1392,12.0
1393,12.0
1394,5.0
1395,18.0
1440,8.0
1441,10.0
1442,5.0
1443,9.0
1444,16.0
1445,12.0
1446,7.0
1447,8.0
1448,10.0
1449,9.0
1450,8.0
1451,12.0
1500,17.0
1501,6.0
1502,5.0
1504,3.0
1506,15.0
1507,12.0
1508,11.0
1509,9.0
1510,9.0
1559,17.0
1560,15.0
1565,7.0
1566,9.0
1619,12.0
1620,20.0
1621,14.0
1623,22.0
1624,10.0
1625,8.0
1631,20.0
1632,8.0
1676,15.0
1678,9.0
1679,23.0
1680,8.0
1681,10.0
1682,13.0
1686,6.0
1689,14.0
1690,12.0
1691,17.0
1736,19.0
1738,9.0
1739,8.0
1742,18.0
1748,13.0
1749,10.0
1750,9.0
1794,12.0
1795,10.0
1796,11.0
1797,10.0
1800,27.0
1803,11.0
1806,16.0
1807,11.0
1808,13.0
1809,5.0
1810,14.0
1842,0.0
1854,16.0
1855,7.0
1856,23.0
1865,8.0
1866,11.0
1867,22.0
1868,8.0
1901,8.0
1913,5.0
1914,12.0
1984,9.0
2037,11.0
2041,16.0
2043,12.0
2093,29.0
2097,19.0
2098,18.0
2099,14.0
2100,9.0
2101,10.0
2102,16.0
2152,8.0
2159,13.0
2212,21.0
2213,3.0
2214,36.0
2216,9.0
2217,4.0
2218,9.0
2219,14.0
2273,17.0
2275,8.0
2277,6.0
2278,13.0
2279,17.0
2393,4.0
