Grid_Number,department_store
1097,16.0
1098,4.0
1099,1.0
1103,13.0
1157,3.0
1158,3.0
1159,3.0
1161,11.0
1210,2.0
1211,1.0
1212,4.0
1213,7.0
1214,9.0
1215,2.0
1216,4.0
1217,6.0
1219,2.0
1269,15.0
1270,2.0
1271,8.0
1272,19.0
1273,13.0
1274,5.0
1275,10.0
1276,9.0
1277,5.0
1325,9.0
1326,6.0
1327,15.0
1328,40.0
1329,2.0
1330,3.0
1331,14.0
1332,10.0
1333,6.0
1334,12.0
1335,6.0
1336,5.0
1383,26.0
1384,6.0
1385,2.0
1386,3.0
1387,19.0
1388,2.0
1389,5.0
1390,7.0
1391,2.0
1392,1.0
1393,7.0
1394,15.0
1395,25.0
1440,1.0
1441,4.0
1442,17.0
1443,2.0
1444,4.0
1445,8.0
1446,15.0
1447,4.0
1448,4.0
1449,3.0
1450,4.0
1451,4.0
1500,12.0
1501,21.0
1502,11.0
1504,11.0
1506,5.0
1507,27.0
1508,13.0
1509,7.0
1510,12.0
1559,9.0
1560,8.0
1565,4.0
1566,13.0
1619,4.0
1620,2.0
1621,6.0
1623,8.0
1624,5.0
1625,4.0
1631,5.0
1632,3.0
1676,1.0
1678,11.0
1679,6.0
1680,2.0
1681,1.0
1682,5.0
1686,9.0
1689,2.0
1690,3.0
1691,6.0
1736,8.0
1738,13.0
1739,9.0
1742,2.0
1748,8.0
1749,7.0
1750,4.0
1794,6.0
1795,6.0
1796,3.0
1797,2.0
1800,22.0
1803,30.0
1806,9.0
1807,10.0
1808,2.0
1809,6.0
1810,3.0
1842,2.0
1854,9.0
1855,9.0
1856,4.0
1865,3.0
1866,10.0
1867,4.0
1868,2.0
1901,3.0
1913,3.0
1914,9.0
1984,1.0
2037,4.0
2041,5.0
2043,2.0
2093,9.0
2097,7.0
2098,7.0
2099,3.0
2100,3.0
2101,5.0
2102,4.0
2152,1.0
2159,6.0
2212,4.0
2213,7.0
2214,12.0
2216,4.0
2217,2.0
2218,3.0
2219,4.0
2273,12.0
2275,1.0
2277,1.0
2278,4.0
2279,1.0
2393,2.0
