Grid_Number,local_government_office
1097,3.0
1098,4.0
1099,7.0
1103,1.0
1157,3.0
1158,5.0
1159,2.0
1161,4.0
1210,2.0
1211,6.0
1212,3.0
1213,1.0
1214,3.0
1215,2.0
1216,4.0
1217,6.0
1219,4.0
1269,2.0
1270,10.0
1271,12.0
1272,5.0
1273,7.0
1274,5.0
1275,7.0
1276,8.0
1277,5.0
1325,2.0
1326,6.0
1327,9.0
1328,5.0
1329,1.0
1330,4.0
1331,14.0
1332,10.0
1333,8.0
1334,3.0
1335,5.0
1336,4.0
1383,2.0
1384,4.0
1385,8.0
1386,4.0
1387,7.0
1388,1.0
1389,5.0
1390,6.0
1391,13.0
1392,16.0
1393,6.0
1394,7.0
1395,7.0
1440,4.0
1441,0.0
1442,2.0
1443,4.0
1444,9.0
1445,7.0
1446,10.0
1447,13.0
1448,4.0
1449,8.0
1450,8.0
1451,7.0
1500,8.0
1501,6.0
1502,6.0
1504,8.0
1506,13.0
1507,12.0
1508,18.0
1509,20.0
1510,19.0
1559,2.0
1560,9.0
1565,15.0
1566,12.0
1619,1.0
1620,9.0
1621,11.0
1623,12.0
1624,21.0
1625,3.0
1631,7.0
1632,5.0
1676,5.0
1678,7.0
1679,11.0
1680,7.0
1681,2.0
1682,3.0
1686,15.0
1689,5.0
1690,4.0
1691,1.0
1736,3.0
1738,6.0
1739,18.0
1742,6.0
1748,4.0
1749,5.0
1750,3.0
1794,5.0
1795,5.0
1796,7.0
1797,7.0
1800,9.0
1803,2.0
1806,2.0
1807,4.0
1808,9.0
1809,3.0
1810,1.0
1842,1.0
1854,6.0
1855,0.0
1856,9.0
1865,2.0
1866,7.0
1867,11.0
1868,2.0
1901,0.0
1913,9.0
1914,4.0
1984,2.0
2037,3.0
2041,1.0
2043,10.0
2093,6.0
2097,3.0
2098,5.0
2099,2.0
2100,6.0
2101,3.0
2102,2.0
2152,2.0
2159,3.0
2212,1.0
2213,4.0
2214,7.0
2216,2.0
2217,0.0
2218,4.0
2219,4.0
2273,11.0
2275,2.0
2277,2.0
2278,1.0
2279,4.0
2393,4.0
