Grid_Number,hospital
1097,130.0
1098,136.0
1099,105.0
1103,114.0
1157,130.0
1158,118.0
1159,83.0
1161,107.0
1210,88.0
1211,122.0
1212,140.0
1213,146.0
1214,138.0
1215,115.0
1216,116.0
1217,102.0
1219,69.0
1269,119.0
1270,132.0
1271,143.0
1272,141.0
1273,141.0
1274,132.0
1275,146.0
1276,121.0
1277,98.0
1325,114.0
1326,119.0
1327,102.0
1328,111.0
1329,109.0
1330,124.0
1331,145.0
1332,153.0
1333,128.0
1334,140.0
1335,140.0
1336,134.0
1383,129.0
1384,138.0
1385,148.0
1386,129.0
1387,124.0
1388,117.0
1389,116.0
1390,118.0
1391,122.0
1392,144.0
1393,146.0
1394,137.0
1395,130.0
1440,102.0
1441,131.0
1442,139.0
1443,125.0
1444,136.0
1445,131.0
1446,134.0
1447,128.0
1448,129.0
1449,130.0
1450,117.0
1451,157.0
1500,128.0
1501,136.0
1502,128.0
1504,122.0
1506,117.0
1507,120.0
1508,110.0
1509,109.0
1510,126.0
1559,122.0
1560,126.0
1565,161.0
1566,118.0
1619,137.0
1620,138.0
1621,153.0
1623,126.0
1624,131.0
1625,116.0
1631,158.0
1632,135.0
1676,103.0
1678,131.0
1679,140.0
1680,151.0
1681,154.0
1682,147.0
1686,128.0
1689,156.0
1690,151.0
1691,120.0
1736,143.0
1738,133.0
1739,151.0
1742,126.0
1748,123.0
1749,139.0
1750,98.0
1794,110.0
1795,129.0
1796,138.0
1797,129.0
1800,135.0
1803,120.0
1806,137.0
1807,152.0
1808,144.0
1809,99.0
1810,65.0
1842,26.0
1854,139.0
1855,164.0
1856,139.0
1865,125.0
1866,160.0
1867,136.0
1868,89.0
1901,25.0
1913,113.0
1914,154.0
1984,128.0
2037,66.0
2041,79.0
2043,157.0
2093,70.0
2097,63.0
2098,86.0
2099,96.0
2100,109.0
2101,144.0
2102,118.0
2152,68.0
2159,105.0
2212,49.0
2213,81.0
2214,88.0
2216,58.0
2217,60.0
2218,106.0
2219,123.0
2273,119.0
2275,55.0
2277,109.0
2278,123.0
2279,115.0
2393,77.0
