Grid_Number,doctor
1097,2.0
1098,3.0
1099,0.0
1103,11.0
1157,0.0
1158,4.0
1159,0.0
1161,18.0
1210,6.0
1211,17.0
1212,13.0
1213,6.0
1214,5.0
1215,3.0
1216,2.0
1217,2.0
1219,0.0
1269,3.0
1270,11.0
1271,23.0
1272,16.0
1273,26.0
1274,17.0
1275,14.0
1276,14.0
1277,8.0
1325,10.0
1326,12.0
1327,25.0
1328,7.0
1329,6.0
1330,13.0
1331,31.0
1332,6.0
1333,11.0
1334,28.0
1335,15.0
1336,7.0
1383,9.0
1384,23.0
1385,14.0
1386,9.0
1387,27.0
1388,5.0
1389,2.0
1390,10.0
1391,13.0
1392,14.0
1393,11.0
1394,5.0
1395,15.0
1440,10.0
1441,7.0
1442,14.0
1443,13.0
1444,22.0
1445,10.0
1446,14.0
1447,6.0
1448,7.0
1449,6.0
1450,5.0
1451,8.0
1500,13.0
1501,15.0
1502,11.0
1504,8.0
1506,3.0
1507,17.0
1508,23.0
1509,8.0
1510,8.0
1559,19.0
1560,9.0
1565,3.0
1566,4.0
1619,7.0
1620,18.0
1621,6.0
1623,23.0
1624,12.0
1625,11.0
1631,30.0
1632,8.0
1676,4.0
1678,4.0
1679,32.0
1680,13.0
1681,5.0
1682,13.0
1686,12.0
1689,4.0
1690,15.0
1691,6.0
1736,14.0
1738,15.0
1739,8.0
1742,11.0
1748,11.0
1749,8.0
1750,9.0
1794,6.0
1795,5.0
1796,1.0
1797,2.0
1800,14.0
1803,16.0
1806,17.0
1807,7.0
1808,14.0
1809,5.0
1810,6.0
1842,0.0
1854,5.0
1855,9.0
1856,32.0
1865,13.0
1866,21.0
1867,34.0
1868,7.0
1901,0.0
1913,0.0
1914,20.0
1984,13.0
2037,4.0
2041,12.0
2043,6.0
2093,12.0
2097,6.0
2098,9.0
2099,13.0
2100,10.0
2101,4.0
2102,16.0
2152,3.0
2159,13.0
2212,3.0
2213,2.0
2214,13.0
2216,3.0
2217,0.0
2218,3.0
2219,10.0
2273,20.0
2275,3.0
2277,5.0
2278,6.0
2279,9.0
2393,1.0
