Grid_Number,primary_school
1097,9.0
1098,8.0
1099,6.0
1103,8.0
1157,10.0
1158,9.0
1159,6.0
1161,6.0
1210,11.0
1211,14.0
1212,20.0
1213,17.0
1214,18.0
1215,20.0
1216,17.0
1217,13.0
1219,3.0
1269,21.0
1270,25.0
1271,28.0
1272,20.0
1273,20.0
1274,18.0
1275,20.0
1276,15.0
1277,9.0
1325,11.0
1326,14.0
1327,16.0
1328,25.0
1329,35.0
1330,36.0
1331,30.0
1332,20.0
1333,22.0
1334,16.0
1335,16.0
1336,14.0
1383,17.0
1384,13.0
1385,15.0
1386,18.0
1387,30.0
1388,41.0
1389,41.0
1390,33.0
1391,26.0
1392,21.0
1393,19.0
1394,17.0
1395,13.0
1440,12.0
1441,12.0
1442,15.0
1443,15.0
1444,18.0
1445,18.0
1446,24.0
1447,35.0
1448,33.0
1449,34.0
1450,27.0
1451,25.0
1500,13.0
1501,15.0
1502,20.0
1504,18.0
1506,25.0
1507,27.0
1508,26.0
1509,25.0
1510,23.0
1559,9.0
1560,17.0
1565,23.0
1566,24.0
1619,18.0
1620,27.0
1621,25.0
1623,25.0
1624,26.0
1625,26.0
1631,20.0
1632,17.0
1676,3.0
1678,19.0
1679,26.0
1680,25.0
1681,26.0
1682,22.0
1686,28.0
1689,28.0
1690,32.0
1691,20.0
1736,8.0
1738,18.0
1739,20.0
1742,23.0
1748,33.0
1749,25.0
1750,14.0
1794,6.0
1795,10.0
1796,14.0
1797,18.0
1800,15.0
1803,21.0
1806,30.0
1807,32.0
1808,25.0
1809,14.0
1810,11.0
1842,1.0
1854,12.0
1855,11.0
1856,10.0
1865,18.0
1866,23.0
1867,20.0
1868,14.0
1901,1.0
1913,6.0
1914,9.0
1984,10.0
2037,12.0
2041,11.0
2043,11.0
2093,6.0
2097,11.0
2098,14.0
2099,12.0
2100,12.0
2101,13.0
2102,9.0
2152,8.0
2159,11.0
2212,9.0
2213,8.0
2214,5.0
2216,4.0
2217,8.0
2218,8.0
2219,10.0
2273,8.0
2275,7.0
2277,12.0
2278,11.0
2279,10.0
2393,7.0
