Grid_Number,supermarket
1097,8.0
1098,11.0
1099,8.0
1103,9.0
1157,5.0
1158,8.0
1159,7.0
1161,16.0
1210,9.0
1211,20.0
1212,23.0
1213,10.0
1214,11.0
1215,8.0
1216,8.0
1217,8.0
1219,9.0
1269,7.0
1270,14.0
1271,16.0
1272,12.0
1273,16.0
1274,20.0
1275,12.0
1276,11.0
1277,7.0
1325,12.0
1326,14.0
1327,7.0
1328,8.0
1329,12.0
1330,16.0
1331,16.0
1332,13.0
1333,10.0
1334,12.0
1335,24.0
1336,24.0
1383,11.0
1384,14.0
1385,12.0
1386,13.0
1387,20.0
1388,12.0
1389,8.0
1390,13.0
1391,14.0
1392,15.0
1393,11.0
1394,11.0
1395,19.0
1440,10.0
1441,7.0
1442,9.0
1443,8.0
1444,14.0
1445,13.0
1446,15.0
1447,13.0
1448,19.0
1449,8.0
1450,7.0
1451,16.0
1500,13.0
1501,11.0
1502,11.0
1504,9.0
1506,13.0
1507,43.0
1508,23.0
1509,8.0
1510,10.0
1559,16.0
1560,20.0
1565,8.0
1566,20.0
1619,11.0
1620,11.0
1621,9.0
1623,9.0
1624,7.0
1625,10.0
1631,22.0
1632,10.0
1676,10.0
1678,23.0
1679,16.0
1680,15.0
1681,9.0
1682,9.0
1686,22.0
1689,9.0
1690,9.0
1691,9.0
1736,15.0
1738,15.0
1739,22.0
1742,8.0
1748,14.0
1749,12.0
1750,10.0
1794,13.0
1795,18.0
1796,13.0
1797,8.0
1800,16.0
1803,13.0
1806,6.0
1807,9.0
1808,6.0
1809,8.0
1810,5.0
1842,2.0
1854,14.0
1855,20.0
1856,26.0
1865,8.0
1866,15.0
1867,18.0
1868,12.0
1901,6.0
1913,7.0
1914,18.0
1984,13.0
2037,5.0
2041,16.0
2043,8.0
2093,10.0
2097,13.0
2098,19.0
2099,16.0
2100,12.0
2101,6.0
2102,12.0
2152,3.0
2159,6.0
2212,7.0
2213,4.0
2214,7.0
2216,11.0
2217,11.0
2218,12.0
2219,9.0
2273,21.0
2275,7.0
2277,5.0
2278,6.0
2279,11.0
2393,1.0
