Grid_Number,department_store
1097,12.0
1098,1.0
1099,0.0
1103,7.0
1157,1.0
1158,1.0
1159,1.0
1161,7.0
1210,1.0
1211,0.0
1212,1.0
1213,3.0
1214,5.0
1215,0.0
1216,2.0
1217,3.0
1219,0.0
1269,7.0
1270,0.0
1271,5.0
1272,10.0
1273,9.0
1274,1.0
1275,4.0
1276,3.0
1277,2.0
1325,5.0
1326,2.0
1327,8.0
1328,25.0
1329,1.0
1330,1.0
1331,9.0
1332,4.0
1333,3.0
1334,9.0
1335,4.0
1336,4.0
1383,16.0
1384,1.0
1385,1.0
1386,1.0
1387,5.0
1388,1.0
1389,4.0
1390,3.0
1391,1.0
1392,0.0
1393,3.0
1394,2.0
1395,19.0
1440,0.0
1441,1.0
1442,11.0
1443,1.0
1444,1.0
1445,6.0
1446,3.0
1447,3.0
1448,2.0
1449,0.0
1450,3.0
1451,2.0
1500,6.0
1501,8.0
1502,7.0
1504,5.0
1506,2.0
1507,17.0
1508,9.0
1509,4.0
1510,5.0
1559,5.0
1560,6.0
1565,3.0
1566,6.0
1619,0.0
1620,0.0
1621,4.0
1623,4.0
1624,0.0
1625,3.0
1631,2.0
1632,1.0
1676,0.0
1678,7.0
1679,3.0
1680,1.0
1681,0.0
1682,3.0
1686,6.0
1689,0.0
1690,1.0
1691,5.0
1736,2.0
1738,5.0
1739,6.0
1742,1.0
1748,5.0
1749,1.0
1750,3.0
1794,1.0
1795,4.0
1796,0.0
1797,1.0
1800,11.0
1803,21.0
1806,6.0
1807,6.0
1808,0.0
1809,2.0
1810,1.0
1842,0.0
1854,7.0
1855,6.0
1856,1.0
1865,0.0
1866,6.0
1867,2.0
1868,1.0
1901,2.0
1913,0.0
1914,6.0
1984,0.0
2037,1.0
2041,3.0
2043,0.0
2093,7.0
2097,6.0
2098,1.0
2099,2.0
2100,0.0
2101,3.0
2102,3.0
2152,0.0
2159,4.0
2212,3.0
2213,1.0
2214,9.0
2216,3.0
2217,0.0
2218,2.0
2219,1.0
2273,6.0
2275,0.0
2277,0.0
2278,2.0
2279,0.0
2393,0.0
