Grid_Number,bank
1097,20.0
1098,19.0
1099,20.0
1103,34.0
1157,23.0
1158,29.0
1159,29.0
1161,43.0
1210,24.0
1211,32.0
1212,43.0
1213,40.0
1214,43.0
1215,38.0
1216,32.0
1217,35.0
1219,32.0
1269,36.0
1270,45.0
1271,54.0
1272,59.0
1273,49.0
1274,45.0
1275,47.0
1276,37.0
1277,25.0
1325,29.0
1326,25.0
1327,31.0
1328,41.0
1329,45.0
1330,52.0
1331,49.0
1332,59.0
1333,53.0
1334,44.0
1335,38.0
1336,35.0
1383,26.0
1384,35.0
1385,38.0
1386,41.0
1387,50.0
1388,49.0
1389,42.0
1390,41.0
1391,48.0
1392,49.0
1393,41.0
1394,43.0
1395,35.0
1440,26.0
1441,31.0
1442,36.0
1443,36.0
1444,51.0
1445,59.0
1446,59.0
1447,49.0
1448,42.0
1449,41.0
1450,41.0
1451,46.0
1500,31.0
1501,42.0
1502,47.0
1504,62.0
1506,64.0
1507,51.0
1508,47.0
1509,47.0
1510,49.0
1559,35.0
1560,45.0
1565,75.0
1566,69.0
1619,38.0
1620,42.0
1621,41.0
1623,53.0
1624,64.0
1625,67.0
1631,32.0
1632,28.0
1676,29.0
1678,39.0
1679,30.0
1680,34.0
1681,38.0
1682,37.0
1686,53.0
1689,27.0
1690,26.0
1691,23.0
1736,29.0
1738,25.0
1739,32.0
1742,37.0
1748,24.0
1749,19.0
1750,15.0
1794,24.0
1795,24.0
1796,26.0
1797,28.0
1800,42.0
1803,46.0
1806,27.0
1807,29.0
1808,26.0
1809,19.0
1810,12.0
1842,13.0
1854,25.0
1855,28.0
1856,25.0
1865,27.0
1866,36.0
1867,30.0
1868,20.0
1901,13.0
1913,18.0
1914,24.0
1984,29.0
2037,12.0
2041,24.0
2043,26.0
2093,23.0
2097,15.0
2098,15.0
2099,22.0
2100,23.0
2101,25.0
2102,18.0
2152,22.0
2159,25.0
2212,13.0
2213,20.0
2214,19.0
2216,8.0
2217,10.0
2218,24.0
2219,24.0
2273,23.0
2275,14.0
2277,25.0
2278,25.0
2279,22.0
2393,21.0
