Grid_Number,hospital
1097,0.17662843243201656
1098,0.07976011350294775
1099,0.40181981465723343
1103,0.14789354380096445
1157,0.2543828598767235
1158,0.2138395527606229
1159,0.45628447832823105
1161,0.16081434043922194
1210,0.1726359705589512
1211,0.2133382688981804
1212,0.20377656813548256
1213,0.16885647761812625
1214,0.04580126200304648
1215,0.051123192693714035
1216,0.11643561558810073
1217,0.11120012609068153
1219,0.19229334121775826
1269,0.20254467092437006
1270,0.22268086175290053
1271,0.31133911651777824
1272,0.11753639616693502
1273,0.15734132807438567
1274,0.027066277619398182
1275,0.21995223711048648
1276,0.1086070662720418
1277,0.10576571561268296
1325,0.13155158899353858
1326,0.1969775793953561
1327,0.17938990326952506
1328,0.1988074916050808
1329,0.21030401465164644
1330,0.13623806981837855
1331,0.09681286087115114
1332,0.11067722514193183
1333,0.3200577857533933
1334,0.18481409792003614
1335,0.16907356267402807
1336,0.26007737182677565
1383,0.10008214925590599
1384,0.07422704256346882
1385,0.14209207840756138
1386,0.3073892017086428
1387,0.07997992005616601
1388,0.10174550714970952
1389,0.20780898538844075
1390,0.26876248173153683
1391,0.08427528763203626
1392,0.3091730401400742
1393,0.11695681280818175
1394,0.14651946511538388
1395,0.20092461366436967
1440,0.18619542652755555
1441,0.09555083172426658
1442,0.3021110014930869
1443,0.045167194152684914
1444,0.12909484501618165
1445,0.07651426118848767
1446,0.2827093695500419
1447,0.235990212670576
1448,0.3324122716058825
1449,0.021329482103236715
1450,0.3140328234174933
1451,0.2910174604298795
1500,0.2475298869129002
1501,0.17248106888740755
1502,0.3237907489626428
1504,0.12679112291678046
1506,0.17619996051887898
1507,0.10879890187287386
1508,0.263953228536903
1509,0.3701111160022825
1510,0.13110614629941725
1559,0.2097334251729457
1560,0.15387686303007206
1565,0.32212750830301506
1566,0.23152997519395616
1619,0.1867806418910445
1620,0.22495049678304396
1621,0.2456634776352089
1623,0.0200652543963838
1624,0.18898338643516865
1625,0.2336225824830774
1631,0.07589412620299503
1632,0.23518145488686185
1676,0.16613464972874364
1678,0.0992572505748044
1679,0.13553525449762588
1680,0.08293381538220866
1681,0.1052278424697061
1682,0.20852628817951904
1686,0.1990447900517816
1689,0.3492913797085185
1690,0.1624990199284254
1691,0.03323094383810981
1736,0.038558001809482295
1738,0.16665498512299393
1739,0.10358575918992048
1742,0.09267991337681317
1748,0.15472499292893085
1749,0.14043550508891328
1750,0.11101726414365568
1794,0.060103341012777076
1795,0.05708901607805219
1796,0.2482739036480026
1797,0.06769612857144178
1800,0.39350324007192405
1803,0.11410072422298792
1806,0.05231736176951785
1807,0.09263854635301537
1808,0.2263803739492504
1809,0.09279172776798864
1810,0.2454038256573871
1842,0.5185234743607544
1854,0.14922773614060272
1855,0.2599502500337738
1856,0.06690706073363628
1865,0.100372960978334
1866,0.04496236137072132
1867,0.07830418813087574
1868,0.21307986471909676
1901,0.437181365971098
1913,0.13101031387676526
1914,0.281534382736622
1984,0.06869577445990455
2037,0.189602473750426
2041,0.16901903117316394
2043,0.029189503554637824
2093,0.17274305495617062
2097,0.2485162347285075
2098,0.16306729027314473
2099,0.02738850562819439
2100,0.13148172832930846
2101,0.05177613243224703
2102,0.3633320894553014
2152,0.22178315955419373
2159,0.31256264484786594
2212,0.4398262441805223
2213,0.4752752510067453
2214,0.056414064730140275
2216,0.23868173708502616
2217,0.2914320111535761
2218,0.045808811814389984
2219,0.08540016520691845
2273,0.017018784378030553
2275,0.4160175102233792
2277,0.2642287776767361
2278,0.05368763164570664
2279,0.2306174189975965
2393,0.22573993481566584
