Grid_Number,supermarket
0,0.0
1,0.0
2,0.0
3,2.0
4,2.0
5,2.0
6,2.0
7,2.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,0.0
29,0.0
30,1.0
31,1.0
32,1.0
33,1.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,1.0
48,2.0
49,2.0
50,2.0
51,2.0
52,2.0
53,2.0
54,0.0
55,0.0
56,0.0
57,2.0
58,2.0
59,0.0
60,0.0
61,0.0
62,0.0
63,2.0
64,2.0
65,2.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,0.0
81,0.0
82,0.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,1.0
101,1.0
102,1.0
103,1.0
104,2.0
105,2.0
106,2.0
107,3.0
108,2.0
109,2.0
110,2.0
111,2.0
112,0.0
113,3.0
114,0.0
115,0.0
116,2.0
117,2.0
118,0.0
119,0.0
120,0.0
121,3.0
122,3.0
123,2.0
124,2.0
125,1.0
126,1.0
127,1.0
128,1.0
129,1.0
130,1.0
131,3.0
132,4.0
133,4.0
134,4.0
135,4.0
136,1.0
137,2.0
138,2.0
139,2.0
140,0.0
141,2.0
142,2.0
143,2.0
144,1.0
145,1.0
146,1.0
147,1.0
148,1.0
149,1.0
150,1.0
151,1.0
152,1.0
153,1.0
154,0.0
155,0.0
156,0.0
157,0.0
158,1.0
159,1.0
160,1.0
161,1.0
162,3.0
163,4.0
164,4.0
165,4.0
166,3.0
167,3.0
168,3.0
169,2.0
170,2.0
171,3.0
172,3.0
173,3.0
174,0.0
175,2.0
176,2.0
177,0.0
178,0.0
179,3.0
180,3.0
181,3.0
182,2.0
183,2.0
184,1.0
185,1.0
186,1.0
187,1.0
188,1.0
189,3.0
190,4.0
191,4.0
192,4.0
193,4.0
194,4.0
195,4.0
196,2.0
197,2.0
198,2.0
199,2.0
200,2.0
201,2.0
202,2.0
203,2.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,2.0
210,1.0
211,1.0
212,1.0
213,1.0
214,0.0
215,0.0
216,1.0
217,1.0
218,1.0
219,2.0
220,5.0
221,7.0
222,7.0
223,6.0
224,5.0
225,6.0
226,4.0
227,3.0
228,2.0
229,2.0
230,3.0
231,3.0
232,3.0
233,3.0
234,2.0
235,2.0
236,0.0
237,3.0
238,3.0
239,3.0
240,3.0
241,3.0
242,2.0
243,2.0
244,1.0
245,1.0
246,2.0
247,3.0
248,5.0
249,5.0
250,4.0
251,5.0
252,5.0
253,5.0
254,6.0
255,6.0
256,2.0
257,2.0
258,2.0
259,2.0
260,3.0
261,3.0
262,4.0
263,3.0
264,2.0
265,1.0
266,4.0
267,4.0
268,4.0
269,4.0
270,4.0
271,1.0
272,1.0
273,1.0
274,1.0
275,1.0
276,1.0
277,2.0
278,5.0
279,8.0
280,10.0
281,10.0
282,10.0
283,7.0
284,7.0
285,7.0
286,3.0
287,3.0
288,2.0
289,3.0
290,3.0
291,3.0
292,2.0
293,2.0
294,2.0
295,2.0
296,2.0
297,2.0
298,3.0
299,3.0
300,2.0
301,2.0
302,3.0
303,4.0
304,3.0
305,4.0
306,6.0
307,7.0
308,7.0
309,7.0
310,6.0
311,5.0
312,6.0
313,0.0
314,0.0
315,4.0
316,3.0
317,2.0
318,3.0
319,4.0
320,4.0
321,4.0
322,3.0
323,3.0
324,7.0
325,5.0
326,5.0
327,5.0
328,4.0
329,4.0
330,4.0
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,3.0
337,9.0
338,10.0
339,10.0
340,10.0
341,11.0
342,11.0
343,8.0
344,7.0
345,5.0
346,4.0
347,2.0
348,2.0
349,3.0
350,2.0
351,2.0
352,2.0
353,2.0
354,2.0
355,2.0
356,3.0
357,3.0
358,3.0
359,2.0
360,3.0
361,3.0
362,4.0
363,6.0
364,5.0
365,7.0
366,7.0
367,7.0
368,7.0
369,7.0
370,6.0
371,6.0
372,7.0
373,7.0
374,4.0
375,3.0
376,3.0
377,4.0
378,4.0
379,4.0
380,4.0
381,3.0
382,7.0
383,7.0
384,7.0
385,5.0
386,5.0
387,5.0
388,4.0
389,4.0
390,4.0
391,1.0
392,1.0
393,1.0
394,2.0
395,7.0
396,10.0
397,11.0
398,11.0
399,12.0
400,11.0
401,11.0
402,10.0
403,8.0
404,4.0
405,3.0
406,4.0
407,2.0
408,2.0
409,3.0
410,3.0
411,2.0
412,2.0
413,2.0
414,2.0
415,3.0
416,3.0
417,2.0
418,2.0
419,3.0
420,4.0
421,5.0
422,6.0
423,6.0
424,8.0
425,8.0
426,8.0
427,7.0
428,7.0
429,7.0
430,6.0
431,6.0
432,7.0
433,4.0
434,3.0
435,4.0
436,5.0
437,6.0
438,5.0
439,5.0
440,4.0
441,7.0
442,7.0
443,7.0
444,7.0
445,7.0
446,7.0
447,6.0
448,5.0
449,5.0
450,1.0
451,1.0
452,1.0
453,3.0
454,8.0
455,11.0
456,12.0
457,11.0
458,12.0
459,12.0
460,11.0
461,11.0
462,9.0
463,5.0
464,3.0
465,3.0
466,2.0
467,2.0
468,2.0
469,2.0
470,3.0
471,2.0
472,2.0
473,2.0
474,2.0
475,2.0
476,2.0
477,3.0
478,4.0
479,4.0
480,6.0
481,6.0
482,6.0
483,5.0
484,8.0
485,9.0
486,7.0
487,8.0
488,7.0
489,6.0
490,6.0
491,6.0
492,4.0
493,5.0
494,9.0
495,9.0
496,7.0
497,7.0
498,5.0
499,5.0
500,8.0
501,7.0
502,9.0
503,8.0
504,8.0
505,9.0
506,10.0
507,9.0
508,6.0
509,3.0
510,1.0
511,2.0
512,5.0
513,10.0
514,13.0
515,13.0
516,17.0
517,16.0
518,15.0
519,14.0
520,14.0
521,10.0
522,4.0
523,3.0
524,3.0
525,3.0
526,2.0
527,2.0
528,2.0
529,2.0
530,2.0
531,1.0
532,1.0
533,2.0
534,2.0
535,2.0
536,3.0
537,4.0
538,4.0
539,6.0
540,6.0
541,6.0
542,5.0
543,8.0
544,10.0
545,8.0
546,9.0
547,8.0
548,6.0
549,6.0
550,4.0
551,5.0
552,6.0
553,9.0
554,9.0
555,8.0
556,7.0
557,7.0
558,6.0
559,8.0
560,8.0
561,10.0
562,8.0
563,12.0
564,13.0
565,13.0
566,12.0
567,12.0
568,5.0
569,2.0
570,5.0
