Grid_Number,bus_station
0,0.0
1,0.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,2.0
9,2.0
10,2.0
11,3.0
12,3.0
13,3.0
14,3.0
15,3.0
16,5.0
17,5.0
18,5.0
19,9.0
20,8.0
21,10.0
22,10.0
23,9.0
24,8.0
25,8.0
26,9.0
27,12.0
28,10.0
29,10.0
30,8.0
31,8.0
32,5.0
33,7.0
34,8.0
35,7.0
36,8.0
37,9.0
38,11.0
39,11.0
40,11.0
41,13.0
42,14.0
43,13.0
44,11.0
45,10.0
46,10.0
47,12.0
48,12.0
49,11.0
50,8.0
51,7.0
52,5.0
53,5.0
54,4.0
55,3.0
56,3.0
57,2.0
58,2.0
59,0.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,3.0
68,2.0
69,4.0
70,4.0
71,5.0
72,6.0
73,6.0
74,8.0
75,10.0
76,7.0
77,8.0
78,9.0
79,10.0
80,12.0
81,13.0
82,14.0
83,15.0
84,15.0
85,16.0
86,13.0
87,13.0
88,11.0
89,11.0
90,10.0
91,9.0
92,9.0
93,11.0
94,12.0
95,12.0
96,11.0
97,12.0
98,11.0
99,12.0
100,15.0
101,16.0
102,14.0
103,13.0
104,14.0
105,16.0
106,14.0
107,15.0
108,13.0
109,12.0
110,9.0
111,6.0
112,5.0
113,4.0
114,3.0
115,3.0
116,2.0
117,2.0
118,1.0
119,1.0
120,1.0
121,1.0
122,2.0
123,2.0
124,3.0
125,3.0
126,2.0
127,4.0
128,5.0
129,5.0
130,6.0
131,6.0
132,8.0
133,8.0
134,8.0
135,11.0
136,11.0
137,12.0
138,12.0
139,15.0
140,17.0
141,17.0
142,21.0
143,20.0
144,20.0
145,18.0
146,18.0
147,16.0
148,15.0
149,18.0
150,14.0
151,12.0
152,11.0
153,14.0
154,15.0
155,16.0
156,15.0
157,15.0
158,14.0
159,15.0
160,17.0
161,15.0
162,16.0
163,17.0
164,17.0
165,17.0
166,18.0
167,18.0
168,16.0
169,13.0
170,11.0
171,6.0
172,6.0
173,3.0
174,3.0
175,2.0
176,2.0
177,1.0
178,1.0
179,2.0
180,2.0
181,2.0
182,3.0
183,3.0
184,3.0
185,4.0
186,4.0
187,5.0
188,6.0
189,7.0
190,10.0
191,11.0
192,12.0
193,12.0
194,16.0
195,18.0
196,18.0
197,18.0
198,19.0
199,21.0
200,19.0
201,21.0
202,23.0
203,23.0
204,21.0
205,19.0
206,19.0
207,19.0
208,17.0
209,17.0
210,15.0
211,13.0
212,16.0
213,16.0
214,17.0
215,18.0
216,18.0
217,18.0
218,20.0
219,20.0
220,21.0
221,20.0
222,22.0
223,21.0
224,22.0
225,19.0
226,18.0
227,17.0
228,18.0
229,14.0
230,13.0
231,8.0
232,4.0
233,3.0
234,2.0
235,1.0
236,1.0
237,1.0
238,2.0
239,3.0
240,4.0
241,5.0
242,5.0
243,4.0
244,5.0
245,6.0
246,6.0
247,9.0
248,11.0
249,13.0
250,12.0
251,14.0
252,15.0
253,17.0
254,22.0
255,22.0
256,21.0
257,22.0
258,23.0
259,25.0
260,26.0
261,27.0
262,27.0
263,22.0
264,24.0
265,23.0
266,21.0
267,18.0
268,17.0
269,18.0
270,19.0
271,17.0
272,20.0
273,20.0
274,18.0
275,20.0
276,20.0
277,20.0
278,23.0
279,24.0
280,22.0
281,23.0
282,25.0
283,23.0
284,21.0
285,21.0
286,20.0
287,17.0
288,16.0
289,13.0
290,9.0
291,7.0
292,3.0
293,1.0
294,1.0
295,1.0
296,1.0
297,3.0
298,3.0
299,5.0
300,5.0
301,5.0
302,5.0
303,7.0
304,7.0
305,8.0
306,10.0
307,13.0
308,14.0
309,15.0
310,16.0
311,21.0
312,23.0
313,24.0
314,23.0
315,24.0
316,25.0
317,22.0
318,27.0
319,28.0
320,28.0
321,25.0
322,23.0
323,25.0
324,25.0
325,23.0
326,22.0
327,19.0
328,17.0
329,19.0
330,19.0
331,18.0
332,20.0
333,20.0
334,21.0
335,22.0
336,22.0
337,25.0
338,22.0
339,20.0
340,22.0
341,21.0
342,24.0
343,26.0
344,23.0
345,22.0
346,22.0
347,20.0
348,14.0
349,10.0
350,6.0
351,5.0
352,2.0
353,2.0
354,1.0
355,3.0
356,3.0
357,4.0
358,5.0
359,6.0
360,6.0
361,7.0
362,9.0
363,9.0
364,11.0
365,11.0
366,13.0
367,13.0
368,17.0
369,19.0
370,22.0
371,23.0
372,24.0
373,26.0
374,24.0
375,26.0
376,27.0
377,28.0
378,29.0
379,27.0
380,26.0
381,25.0
382,27.0
383,26.0
384,26.0
385,25.0
386,22.0
387,20.0
388,20.0
389,20.0
390,20.0
391,19.0
392,22.0
393,24.0
394,22.0
395,23.0
396,25.0
397,20.0
398,22.0
399,20.0
400,23.0
401,26.0
402,26.0
403,25.0
404,23.0
405,20.0
406,19.0
407,14.0
408,10.0
409,8.0
410,5.0
411,4.0
412,3.0
413,1.0
414,2.0
415,3.0
416,4.0
417,6.0
418,7.0
419,7.0
420,9.0
421,11.0
422,13.0
423,14.0
424,15.0
425,16.0
426,19.0
427,22.0
428,24.0
429,26.0
430,24.0
431,27.0
432,26.0
433,26.0
434,27.0
435,25.0
436,31.0
437,30.0
438,27.0
439,30.0
440,27.0
441,27.0
442,25.0
443,26.0
444,22.0
445,20.0
446,18.0
447,18.0
448,20.0
449,20.0
450,19.0
451,19.0
452,22.0
453,21.0
454,23.0
455,21.0
456,19.0
457,19.0
458,18.0
459,23.0
460,26.0
461,23.0
462,25.0
463,22.0
464,21.0
465,16.0
466,15.0
467,13.0
468,9.0
469,8.0
470,6.0
471,3.0
472,1.0
473,2.0
474,3.0
475,5.0
476,6.0
477,7.0
478,8.0
479,11.0
480,12.0
481,16.0
482,14.0
483,14.0
484,18.0
485,22.0
486,23.0
487,24.0
488,26.0
489,27.0
490,26.0
491,24.0
492,23.0
493,23.0
494,29.0
495,30.0
496,28.0
497,28.0
498,29.0
499,30.0
500,32.0
501,26.0
502,23.0
503,21.0
504,20.0
505,20.0
506,21.0
507,22.0
508,22.0
509,19.0
510,17.0
511,20.0
512,19.0
513,22.0
514,21.0
515,19.0
516,18.0
517,21.0
518,22.0
519,23.0
520,24.0
521,24.0
522,21.0
523,20.0
524,20.0
525,16.0
526,14.0
527,11.0
528,8.0
529,6.0
530,5.0
531,1.0
532,2.0
533,2.0
534,5.0
535,6.0
536,8.0
537,9.0
538,11.0
539,13.0
540,13.0
541,15.0
542,14.0
543,17.0
544,20.0
545,25.0
546,25.0
547,27.0
548,26.0
549,26.0
550,25.0
551,22.0
552,24.0
553,26.0
554,28.0
555,28.0
556,25.0
557,28.0
558,26.0
559,23.0
560,25.0
561,22.0
562,21.0
563,21.0
564,21.0
565,21.0
566,24.0
567,23.0
568,22.0
569,20.0
570,18.0
