Grid_Number,hospital
0,4.0
1,4.0
2,4.0
3,5.0
4,5.0
5,3.0
6,3.0
7,2.0
8,2.0
9,2.0
10,2.0
11,3.0
12,2.0
13,2.0
14,2.0
15,2.0
16,2.0
17,3.0
18,3.0
19,3.0
20,2.0
21,2.0
22,2.0
23,2.0
24,2.0
25,1.0
26,3.0
27,3.0
28,3.0
29,3.0
30,3.0
31,3.0
32,3.0
33,3.0
34,3.0
35,1.0
36,1.0
37,5.0
38,12.0
39,13.0
40,14.0
41,14.0
42,17.0
43,18.0
44,19.0
45,14.0
46,9.0
47,14.0
48,18.0
49,18.0
50,18.0
51,14.0
52,12.0
53,13.0
54,12.0
55,9.0
56,8.0
57,4.0
58,2.0
59,4.0
60,4.0
61,4.0
62,5.0
63,5.0
64,3.0
65,3.0
66,2.0
67,2.0
68,2.0
69,2.0
70,2.0
71,2.0
72,2.0
73,2.0
74,2.0
75,2.0
76,3.0
77,3.0
78,3.0
79,2.0
80,2.0
81,2.0
82,2.0
83,2.0
84,1.0
85,3.0
86,3.0
87,3.0
88,3.0
89,3.0
90,3.0
91,3.0
92,3.0
93,3.0
94,1.0
95,4.0
96,5.0
97,13.0
98,15.0
99,15.0
100,17.0
101,18.0
102,21.0
103,20.0
104,19.0
105,21.0
106,15.0
107,19.0
108,19.0
109,18.0
110,14.0
111,16.0
112,14.0
113,13.0
114,9.0
115,7.0
116,4.0
117,4.0
118,4.0
119,4.0
120,4.0
121,5.0
122,3.0
123,3.0
124,3.0
125,5.0
126,6.0
127,6.0
128,6.0
129,3.0
130,2.0
131,5.0
132,13.0
133,13.0
134,13.0
135,14.0
136,3.0
137,3.0
138,3.0
139,3.0
140,3.0
141,3.0
142,4.0
143,3.0
144,5.0
145,5.0
146,3.0
147,3.0
148,3.0
149,3.0
150,3.0
151,3.0
152,3.0
153,2.0
154,5.0
155,6.0
156,16.0
157,18.0
158,19.0
159,19.0
160,20.0
161,21.0
162,23.0
163,27.0
164,27.0
165,20.0
166,21.0
167,21.0
168,18.0
169,18.0
170,16.0
171,15.0
172,15.0
173,11.0
174,6.0
175,6.0
176,6.0
177,4.0
178,4.0
179,4.0
180,6.0
181,4.0
182,4.0
183,6.0
184,6.0
